<doc id="edoc_wd_1751-12-22" attrs="word" year="1751" month="12" day="22" corpus="1">
<head id="hl1">
Aus	w49
da=selbst	w289
<g/>
=
beym	w291
Schif	w292
<g/>
=
bau	w294
gebracht	w295
zu	w296
werden	w297
<g/>
,
weil	w299
Se	w300
<g/>
.
Majestät	w302
der	w303
König	w304
von	w305
Spanien	w306
</p>
<p id="p5">
den	w307
Schluß	w308
gefasset	w309
<g/>
,
in	w311
denen	w312
See	w313
<g/>
=
häfen	w315
von	w316
Gallicien	w317
7	w318
<g/>
.
neue	w320
Kriegs	w321
<g/>
=
schiffe	w323
bauen	w324
zu	w325
lassen	w326
<g/>
.
</p>
<head id="hl3">
Madrid	w328
16	w329
<g/>
.
Nov	w331
<g/>
.
</head>
<p id="p6">
Vorgestern	w333
kamen	w334
beede	w335
Königl	w336
<g/>
.
Maje=stäten	w338
<g/>
=
mit	w340
Dero	w341
ganzen	w342
Hof	w343
<g/>
=
staat	w345
in	w346
bester	w347
Gesundheit	w348
von	w349
dem	w350
Escurial	w351
in	w352
den	w353
Pallast	w354
Buen	w355
<g/>
=
ritiro	w357
zuruck	w358
<g/>
:
und	w360
der	w361
Cardinal	w362
Jnfant	w363
kehrete	w364
zuruck	w365
nacher	w366
St	w367
<g/>
.
Hildephons	w369
<g/>
.
Der	w371
Hr	w372
<g/>
.
Keene	w374
Königl	w375
<g/>
.
Groß	w377
<g/>
=
brittannischer	w379
Bottschafter	w380
hat	w381
erst	w382
kürzlich	w383
wiederum	w384
zwey	w385
Expressen	w386
von	w387
seinem	w388
Hof	w389
empfangen	w390
<g/>
,
und	w392
Seine	w393
Excell	w394
<g/>
.
erwarten	w396
täglich	w397
noch	w398
einen	w399
<g/>
,
dessen	w401
Briefschaften	w402
<g/>
,
der	w404
Sage	w405
nach	w406
<g/>
,
den	w408
Aus=schlag	w409
<g/>
=
seiner	w411
aufhabenden	w412
Abhandlung	w413
wer=den	w414
<g/>
=
mitbringen	w416
können	w417
<g/>
.
Die	w419
beyden	w420
Articul	w421
des	w422
am	w423
22	w424
<g/>
.
Februarii	w426
1751	w427
<g/>
,
zwischen	w429
der	w430
Re=gierung	w431
<g/>
=
zu	w433
Algier	w434
<g/>
,
und	w436
der	w437
Stadt	w438
Hamburg	w439
geschlossenen	w440
Tractats	w441
<g/>
,
welche	w443
unserm	w444
Hofe	w445
die	w446
Gelegenheit	w447
gegeben	w448
haben	w449
<g/>
,
alles	w451
Com=mercium	w452
<g/>
=
zwischen	w454
seinen	w455
Unterthanen	w456
und	w457
de=nen	w458
<g/>
=
Hamburgern	w460
zu	w461
verbietten	w462
<g/>
,
seynd	w464
der	w465
2te	w466
und	w467
der	w468
8te	w469
<g/>
.
Der	w471
erste	w472
von	w473
diesen	w474
Articuln	w475
enthaltet	w476
<g/>
,
unter	w478
andern	w479
<g/>
,
daß	w481
man	w482
zu	w483
Algier	w484
keine	w485
Abgaben	w486
von	w487
Munition	w488
<g/>
,
Masten	w490
<g/>
,
Holz	w492
und	w493
andern	w494
zur	w495
Erbauung	w496
deren	w497
Schiffen	w498
<g/>
,
wie	w500
auch	w501
zur	w502
Schiffahrt	w503
<g/>
,
nöhtigen	w505
Sachen	w506
<g/>
,
wel=che	w508
<g/>
=
durch	w510
die	w511
Hamburgischen	w512
Schiffe	w513
dahin	w514
möchten	w515
gebracht	w516
werden	w517
<g/>
,
bezahlen	w519
soll	w520
<g/>
;
in	w522
dem	w523
8	w524
<g/>
.
Capitul	w526
aber	w527
ist	w528
denen	w529
Hamburgern	w530
bewil=liget	w531
<g/>
=
worden	w533
<g/>
,
die	w535
Prisen	w536
<g/>
,
so	w538
die	w539
Algierer	w540
et=wa	w541
<g/>
=
in	w543
der	w544
See	w545
dörften	w546
gemacht	w547
haben	w548
<g/>
,
zu	w550
kauffen	w551
<g/>
.
Weil	w553
sich	w554
nun	w555
die	w556
Stadt	w557
Hamburg	w558
ih=rer	w559
<g/>
=
Seits	w561
durch	w562
diesen	w563
Tractat	w564
verpflichtet	w565
hat	w566
<g/>
,
eine	w568
gewisse	w569
Menge	w570
von	w571
Artillerie	w572
<g/>
,
und	w574
Krie=ges	w575
<g/>
=
<g/>
=
munition	w578
nach	w579
Algier	w580
zu	w581
liefern	w582
<g/>
;
so	w584
erhiel=te	w585
<g/>
=
der	w587
Hof	w588
letztens	w589
Ordre	w590
<g/>
,
2	w592
<g/>
.
Krieges	w594
<g/>
=
schiffe	w596
</p>
<p id="p7">
von	w598
Cadix	w599
abzuschicken	w600
<g/>
,
um	w602
sich	w603
zweyer	w604
Ham=burgischen	w605
<g/>
=
Schiffe	w607
<g/>
,
welche	w609
diese	w610
Präsente	w611
nach	w612
Algier	w613
bringen	w614
sollen	w615
<g/>
,
zu	w617
bemeistern	w618
<g/>
.
</p>
<head id="hl4">
Aus	w620
Jtalien	w621
<g/>
.
</head>
<head id="hl5">
Neapel	w623
27	w624
<g/>
.
Nov	w626
<g/>
.
</head>
<p id="p8">
Verwichenen	w628
Sonntag	w629
Abends	w630
endigte	w631
sich	w632
die	w633
zu	w634
Ehren	w635
des	w636
Heil	w637
<g/>
.
Januarii	w639
<g/>
,
unsers	w641
Be=schützers	w642
<g/>
=
<g/>
,
angestellte	w645
9	w646
<g/>
.
<g/>
=
tägige	w649
Andacht	w650
<g/>
;
in=gleichen	w652
<g/>
=
wurden	w654
auch	w655
die	w656
in	w657
unserer	w658
Dom=kirchen	w659
<g/>
=
durch	w661
8	w662
<g/>
.
Tage	w664
gehaltene	w665
geistliche	w666
Ubungen	w667
<g/>
,
um	w669
von	w670
GOtt	w671
die	w672
Befreyung	w673
von	w674
dem	w675
Feuer	w676
des	w677
Bergs	w678
Vesuvii	w679
zu	w680
erbitten	w681
<g/>
:
ge=endet	w683
<g/>
=
<g/>
,
indessen	w686
wird	w687
dieser	w688
Berg	w689
seit	w690
den	w691
25	w692
<g/>
.
des	w694
abgewichenen	w695
Monats	w696
October	w697
nichts	w698
als	w699
Flam=men	w700
<g/>
=
auf	w702
etliche	w703
Welsche	w704
Meilen	w705
weit	w706
mit	w707
Ver=wüstung	w708
<g/>
=
deren	w710
Häusern	w711
und	w712
benachbarten	w713
Or=ten	w714
<g/>
=
aus	w716
<g/>
.
</p>
<head id="hl6">
Neapel	w718
30	w719
<g/>
.
Nov	w721
<g/>
.
</head>
<p id="p9">
Uber	w723
das	w724
jüngsthin	w725
ergangene	w726
Edict	w727
wider	w728
die	w729
Müßig	w730
<g/>
=
gänger	w732
und	w733
unwürdige	w734
Bettler	w735
<g/>
,
welche	w737
innerhalb	w738
der	w739
ihnen	w740
bestimmten	w741
Frist	w742
aus	w743
dem	w744
Königreich	w745
sich	w746
begeben	w747
müssen	w748
<g/>
,
so	w750
auch	w751
beschehen	w752
<g/>
,
ist	w754
dieser	w755
Tagen	w756
wieder	w757
ein	w758
anderes	w759
Gesatz	w760
verkündet	w761
worden	w762
<g/>
,
Kraft	w764
wel=chen	w765
<g/>
=
wider	w767
die	w768
Verfälschere	w769
die	w770
Todes	w771
<g/>
=
straf	w773
gesetzet	w774
ist	w775
<g/>
.
Mittwochs	w777
wurde	w778
vor	w779
dem	w780
Thor	w781
des	w782
sogenannten	w783
neuen	w784
Castells	w785
ein	w786
gemeiner	w787
Soldat	w788
von	w789
dem	w790
alhiesigen	w791
Schweitzer	w792
<g/>
=
regi=ment	w794
<g/>
=
Fauch	w796
hingerichtet	w797
<g/>
,
weilen	w799
selber	w800
einen	w801
seinigen	w802
Cammeraden	w803
bloß	w804
in	w805
der	w806
Meinung	w807
<g/>
,
bey	w809
ihme	w810
einiges	w811
Geld	w812
zu	w813
finden	w814
<g/>
,
so	w816
dieser	w817
ei=nem	w818
<g/>
=
anderen	w820
abgeraubt	w821
haben	w822
möchte	w823
<g/>
,
meu=chelmörderischer	w825
<g/>
=
Weise	w827
umgebracht	w828
hat	w829
<g/>
.
Am	w831
Donnerstag	w832
Abends	w833
kame	w834
der	w835
gesamte	w836
Hof	w837
von	w838
Portici	w839
in	w840
die	w841
Stadt	w842
herein	w843
<g/>
,
um	w845
alda	w846
zu	w847
überwintern	w848
<g/>
.
Montags	w850
Vormittag	w851
verfügte	w852
sich	w853
der	w854
König	w855
nacher	w856
Ligola	w857
auf	w858
die	w859
Rohr=hennen	w860
<g/>
=
<g/>
=
jagd	w863
<g/>
,
deren	w865
Se	w866
<g/>
.
Königl	w868
<g/>
.
Majestät	w870
selbst	w871
bis	w872
300	w873
<g/>
.
die	w875
dabey	w876
mit	w877
geweste	w878
Cavalier	w879
aber	w880
alle	w881
zusammen	w882
bey	w883
10000	w884
<g/>
.
erlegt	w886
haben	w887
<g/>
.
</p>
<head id="hl7">
Livorno	w889
3	w890
<g/>
.
Dec	w892
<g/>
.
</head>
<p id="p10">
Sowol	w894
von	w895
Barcellona	w896
als	w897
Marsilien	w898
wird	w899
be=richtet	w900
<g/>
=
<g/>
,
daß	w903
in	w904
dasigen	w905
Gewässer	w906
verschiedene	w907
Barbarische	w908
Raub	w909
<g/>
=
schiffe	w911
sich	w912
sehen	w913
liessen	w914
<g/>
,
wor=durch	w916
<g/>
=
die	w918
Handelschaft	w919
beeinträchtiget	w920
werde	w921
<g/>
.
</p>
<p id="p11">
Ein	w923
unseriges	w924
von	w925
Genua	w926
hieher	w927
mit	w928
3000	w929
<g/>
.
Thalern	w931
und	w932
verschiedenen	w933
Waaren	w934
auf	w935
den	w936
Weeg	w937
gewestes	w938
Schif	w939
ist	w940
Montags	w941
zu	w942
Nachts	w943
unweit	w944
Porto	w945
<g/>
=
fino	w947
durch	w948
einen	w949
Sturm	w950
an	w951
un=serige	w952
<g/>
=
Felsen	w954
geworfen	w955
<g/>
,
und	w957
zerscheittert	w958
wor=den	w959
<g/>
=
<g/>
.
Nachdem	w962
sich	w963
jedoch	w964
das	w965
Volk	w966
ausser	w967
dem	w968
Schif	w969
<g/>
=
patron	w971
<g/>
(
welcher	w973
Krankheits	w974
halber	w975
sich	w976
nicht	w977
helfen	w978
können	w979
<g/>
)
gerettet	w981
hat	w982
<g/>
.
</p>
<head id="hl8">
Parma	w984
4	w985
<g/>
.
Dec	w987
<g/>
.
</head>
<p id="p12">
Der	w989
aus	w990
Spanien	w991
hier	w992
angelangte	w993
neue	w994
Be=vollmächtigte	w995
<g/>
=
Marches	w997
de	w998
Reville	w999
haltet	w1000
mit	w1001
unseren	w1002
Herzog	w1003
öftere	w1004
Unterredungen	w1005
<g/>
,
und	w1007
wird	w1008
mit	w1009
besonderer	w1010
Hochachtung	w1011
tractiret	w1012
<g/>
.
Dieser	w1014
Tagen	w1015
ist	w1016
die	w1017
Herzogin	w1018
mit	w1019
einem	w1020
Fie=ber	w1021
<g/>
=
überfallen	w1023
worden	w1024
<g/>
:
wovon	w1026
man	w1027
schon	w1028
ge=förchtet	w1029
<g/>
=
<g/>
,
daß	w1032
es	w1033
in	w1034
Kinds	w1035
<g/>
=
blattern	w1037
ausbrechen	w1038
wurde	w1039
<g/>
,
welche	w1041
dermalen	w1042
alhier	w1043
sehr	w1044
im	w1045
Schwung	w1046
gehen	w1047
<g/>
,
sie	w1049
befindet	w1050
sich	w1051
aber	w1052
wieder	w1053
besser	w1054
<g/>
.
</p>
<head id="hl9">
Aus	w1056
Groß	w1057
<g/>
=
Brittannien	w1059
<g/>
.
</head>
<head id="hl10">
Londen	w1061
27	w1062
<g/>
.
November	w1064
<g/>
.
</head>
<p id="p13">
Als	w1066
sich	w1067
der	w1068
König	w1069
Vorgestern	w1070
nach	w1071
dem	w1072
Parlament	w1073
begab	w1074
<g/>
,
und	w1076
von	w1077
dannen	w1078
wieder	w1079
zu=ruck	w1080
<g/>
=
kam	w1082
<g/>
,
folgte	w1084
jedesmal	w1085
Seiner	w1086
Majestät	w1087
eine	w1088
grosse	w1089
Anzahl	w1090
Matrosen	w1091
von	w1092
denen	w1093
Eng=lischen	w1094
<g/>
=
Herings	w1096
<g/>
=
Buysen	w1098
durch	w1099
den	w1100
Pare	w1101
nach	w1102
<g/>
,
und	w1104
schrie	w1105
zu	w1106
wiederholten	w1107
malen	w1108
<g/>
:
GOtt	w1110
seeg=ne	w1111
<g/>
=
den	w1113
König	w1114
<g/>
!
es	w1116
lebe	w1117
der	w1118
König	w1119
noch	w1120
lange	w1121
Jahre	w1122
<g/>
!
Glück	w1124
und	w1125
Segen	w1126
zur	w1127
Engländischen	w1128
Fischerey	w1129
<g/>
!
Diese	w1131
Matrosen	w1132
waren	w1133
von	w1134
denen	w1135
Buysen	w1136
Chesterfield	w1137
<g/>
,
Bedford	w1139
und	w1140
Shaftsbu=ry	w1141
<g/>
=
<g/>
;
sie	w1144
trugen	w1145
rote	w1146
und	w1147
blaue	w1148
Maschen	w1149
auf	w1150
ih=ren	w1151
<g/>
=
Hüten	w1153
<g/>
,
und	w1155
hatten	w1156
eben	w1157
das	w1158
Geschenk	w1159
be=kommen	w1160
<g/>
=
<g/>
,
welches	w1163
der	w1164
Aldermann	w1165
Jansen	w1166
de=nen	w1167
<g/>
=
ertheilet	w1169
hatte	w1170
<g/>
,
die	w1172
dieses	w1173
Jahr	w1174
die	w1175
mei=sten	w1176
<g/>
=
Heringe	w1178
gefangen	w1179
<g/>
.
Das	w1181
Schifs	w1182
<g/>
=
volk	w1184
vom	w1185
Chesterfield	w1186
hat	w1187
den	w1188
ersten	w1189
Preiß	w1190
<g/>
,
nämlich	w1192
30	w1193
<g/>
.
Pf	w1195
<g/>
.
Sterl	w1197
<g/>
.
<g/>
,
das	w1200
vom	w1201
Bedford	w1202
20	w1203
<g/>
.
und	w1205
das	w1206
vom	w1207
Shaftsbury	w1208
15	w1209
<g/>
.
Pf	w1211
<g/>
.
Sterling	w1213
erhalten	w1214
<g/>
.
Aus	w1216
Ostindien	w1217
hat	w1218
man	w1219
Nachricht	w1220
<g/>
,
daß	w1222
die	w1223
Franzosen	w1224
sich	w1225
in	w1226
keinen	w1227
vortheilhaften	w1228
Umstän=den	w1229
<g/>
=
befinden	w1231
<g/>
;
dahero	w1233
auch	w1234
Frankreich	w1235
beschlos=sen	w1236
<g/>
=
hat	w1238
<g/>
,
in	w1240
dem	w1241
Hafen	w1242
von	w1243
Orient	w1244
4000	w1245
<g/>
.
Mann	w1247
einschiffen	w1248
zu	w1249
lassen	w1250
<g/>
,
und	w1252
sie	w1253
nach	w1254
Pondichery	w1255
zu	w1256
senden	w1257
<g/>
.
Von	w1259
hieraus	w1260
geht	w1261
gleichfalls	w1262
ein	w1263
Kriegs	w1264
<g/>
=
geschwader	w1266
unter	w1267
Commando	w1268
des	w1269
Chefs	w1270
Edgecumbe	w1271
nach	w1272
Ostindien	w1273
ab	w1274
<g/>
.
Die	w1276
Stadt	w1277
Plymout	w1278
hat	w1279
dem	w1280
Lord	w1281
Anson	w1282
das	w1283
Burger Burgerrecht	w1284
<g/>
=
</p>
<p id="p14">
recht	w1287
verliehen	w1288
<g/>
,
und	w1290
ihm	w1291
das	w1292
Diploma	w1293
<g/>
,
davon	w1295
in	w1296
einer	w1297
goldenen	w1298
sehr	w1299
künstlich	w1300
gearbeiteten	w1301
Dose	w1302
überreichet	w1303
<g/>
.
Den	w1305
25	w1306
<g/>
.
erhielte	w1308
Nummer	w1309
40718	w1310
<g/>
.
den	w1312
Gewinn	w1313
von	w1314
10000	w1315
<g/>
.
Pf	w1317
<g/>
.
Ster=ling	w1319
<g/>
=
<g/>
.
Auf	w1322
der	w1323
Küste	w1324
von	w1325
Jarmouth	w1326
seynd	w1327
die=ses	w1328
<g/>
=
Jahr	w1330
370	w1331
Holländische	w1332
und	w1333
120	w1334
Franzö=sische	w1335
<g/>
=
Buysen	w1337
gewesen	w1338
<g/>
,
und	w1340
man	w1341
rechnet	w1342
<g/>
,
daß	w1344
dieselben	w1345
für	w1346
178000	w1347
<g/>
.
Pf	w1349
<g/>
.
Sterling	w1351
Heringe	w1352
gefischet	w1353
haben	w1354
<g/>
.
Nachdem	w1356
das	w1357
neue	w1358
Reglement	w1359
<g/>
,
dem	w1361
übermässigen	w1362
Gebrauch	w1363
der	w1364
starken	w1365
Ge=tränke	w1366
<g/>
=
Einhalt	w1368
zu	w1369
thun	w1370
<g/>
,
eingeführet	w1372
worden	w1373
ist	w1374
<g/>
,
hat	w1376
man	w1377
befunden	w1378
<g/>
,
daß	w1380
bey	w1381
der	w1382
Accise	w1383
von	w1384
de=nen	w1385
<g/>
=
Getränken	w1387
einige	w1388
1000	w1389
<g/>
.
Pfund	w1391
Sterling	w1392
weniger	w1393
<g/>
,
als	w1395
zuvor	w1396
<g/>
,
eingenommen	w1398
worden	w1399
seynd	w1400
<g/>
.
Die	w1402
Commissarien	w1403
der	w1404
Flotte	w1405
sollen	w1406
wieder	w1407
10500	w1408
<g/>
.
Wagen	w1410
<g/>
=
holz	w1412
erhandeln	w1413
haben	w1414
<g/>
,
wo	w1416
von	w1417
auf	w1418
den	w1419
Werften	w1420
zu	w1421
Deptford	w1422
<g/>
,
Wol=wich	w1424
<g/>
=
und	w1426
Chatam	w1427
neue	w1428
Schiffe	w1429
gebauet	w1430
wer=den	w1431
<g/>
=
sollen	w1433
<g/>
.
Wie	w1435
man	w1436
versichert	w1437
<g/>
,
wird	w1439
die	w1440
Reise	w1441
des	w1442
Königs	w1443
nach	w1444
Dero	w1445
Teutschen	w1446
Erbländern	w1447
im	w1448
künftigen	w1449
Jahr	w1450
sehr	w1451
frühe	w1452
vor	w1453
sich	w1454
gehen	w1455
<g/>
.
Man	w1457
will	w1458
Nachricht	w1459
haben	w1460
<g/>
,
daß	w1462
die	w1463
Corsaren	w1464
von	w1465
Algier	w1466
<g/>
,
zwey	w1468
Engländi=sche	w1469
<g/>
=
Schiffe	w1471
hinweg	w1472
genommen	w1473
haben	w1474
<g/>
,
welche	w1476
von	w1477
der	w1478
Jnsul	w1479
Minorica	w1480
gekommen	w1481
<g/>
,
um	w1483
ihre	w1484
Handlung	w1485
im	w1486
Mittelländischen	w1487
Meer	w1488
zu	w1489
trei=ben	w1490
<g/>
=
<g/>
;
Solte	w1493
diese	w1494
Nachricht	w1495
bestätiget	w1496
werden	w1497
<g/>
,
so	w1499
hat	w1500
man	w1501
abermalen	w1502
einen	w1503
Beweis	w1504
<g/>
,
wie	w1506
schlecht	w1507
diese	w1508
See	w1509
<g/>
=
räuber	w1511
ihre	w1512
Versprechungen	w1513
und	w1514
eingegangene	w1515
Tractaten	w1516
halten	w1517
<g/>
.
Der	w1519
dritte	w1520
Sohn	w1521
des	w1522
verstorbenen	w1523
Prinzen	w1524
von	w1525
Wallis	w1526
ist	w1527
den	w1528
25	w1529
<g/>
.
Nov	w1531
<g/>
.
in	w1533
das	w1534
9te	w1535
Jahr	w1536
sei=nes	w1537
<g/>
=
Alters	w1539
getretten	w1540
<g/>
.
Der	w1542
König	w1543
und	w1544
die	w1545
Frau	w1546
Mutter	w1547
desselben	w1548
haben	w1549
hierüber	w1550
die	w1551
Compli=menten	w1552
<g/>
=
empfangen	w1554
<g/>
.
Der	w1556
Lord	w1557
<g/>
=
Canzler	w1559
ware	w1560
damals	w1561
krank	w1562
<g/>
,
als	w1564
sich	w1565
das	w1566
Parlament	w1567
ver=sammlete	w1568
<g/>
=
<g/>
,
deswegen	w1571
<g/>
,
konnte	w1573
er	w1574
nicht	w1575
darbey	w1576
erscheinen	w1577
<g/>
.
Der	w1579
König	w1580
hat	w1581
den	w1582
Lord	w1583
Anson	w1584
zum	w1585
Gouverneur	w1586
der	w1587
Garnison	w1588
von	w1589
Portsmouth	w1590
an	w1591
die	w1592
Stelle	w1593
des	w1594
verstorbenen	w1595
Prinzen	w1596
von	w1597
Wallis	w1598
<g/>
,
imgleichen	w1600
Charles	w1601
Townley	w1602
den	w1603
Jün=gern	w1604
<g/>
=
zum	w1606
ersten	w1607
Wappen	w1608
<g/>
=
herolde	w1610
vom	w1611
Nord=lichen	w1612
<g/>
=
Theile	w1614
Englands	w1615
ernannt	w1616
<g/>
.
Die	w1618
Ostin=dische	w1619
<g/>
=
Compagnie	w1621
hat	w1622
160	w1623
<g/>
.
Tonnen	w1625
Eisen	w1626
<g/>
,
40	w1628
<g/>
.
Tonnen	w1630
Stahl	w1631
und	w1632
eine	w1633
grosse	w1634
Menge	w1635
anderer	w1636
Waaren	w1637
nach	w1638
ihren	w1639
Colonien	w1640
in	w1641
Asien	w1642
einschif=fet	w1643
<g/>
=
<g/>
,
und	w1646
läst	w1647
in	w1648
diesem	w1649
Lande	w1650
Truppen	w1651
werben	w1652
<g/>
,
um	w1654
dieselben	w1655
nach	w1656
ihren	w1657
Colonien	w1658
zu	w1659
schicken	w1660
<g/>
,
und	w1662
sie	w1663
für	w1664
alle	w1665
Einfälle	w1666
<g/>
,
woher	w1668
sie	w1669
auch	w1670
kom=men	w1671
<g/>
=
möchten	w1673
<g/>
,
in	w1675
Sicherheit	w1676
zu	w1677
setzen	w1678
<g/>
,
indeme	w1680
die	w1681
Compagnie	w1682
in	w1683
Ansehung	w1684
des	w1685
Künftigen	w1686
sich	w1687
gerne	w1688
in	w1689
Sicherheit	w1690
wissen	w1691
will	w1692
<g/>
.
Sie	w1694
erwartet	w1695
</p>
<p id="p15">
auch	w1696
das	w1697
Corpo	w1698
Schweitzer	w1699
nebst	w1700
denen	w1701
Trup=pen	w1702
<g/>
=
<g/>
,
die	w1705
alhier	w1706
geworben	w1707
werden	w1708
<g/>
,
welche	w1710
man	w1711
künftigen	w1712
Monat	w1713
auf	w1714
die	w1715
ordinari	w1716
<g/>
=
Schif=fe	w1718
<g/>
=
<g/>
,
die	w1721
Segel	w1722
fertig	w1723
ligen	w1724
<g/>
,
einschiffen	w1726
wird	w1727
<g/>
.
Die	w1729
General	w1730
Cornwallis	w1731
<g/>
,
Gouverneur	w1733
von	w1734
Neu=schottland	w1735
<g/>
=
<g/>
,
hat	w1738
dieser	w1739
Tagen	w1740
der	w1741
Regierung	w1742
gemeldet	w1743
<g/>
,
daß	w1745
2	w1746
<g/>
.
Kriegs	w1748
<g/>
=
schiffe	w1750
von	w1751
40	w1752
<g/>
.
Ca=nonen	w1754
<g/>
=
aus	w1756
England	w1757
in	w1758
der	w1759
Bay	w1760
von	w1761
Chehucto	w1762
angekommen	w1763
wären	w1764
<g/>
,
um	w1766
alda	w1767
zur	w1768
Beschützung	w1769
der	w1770
See	w1771
<g/>
=
küsten	w1773
vertheilt	w1774
zu	w1775
werden	w1776
<g/>
,
da	w1778
er	w1779
in=dessen	w1780
<g/>
=
sich	w1782
der	w1783
besten	w1784
Vorsicht	w1785
zu	w1786
Lande	w1787
bedien=te	w1788
<g/>
=
<g/>
,
um	w1791
die	w1792
Colonie	w1793
für	w1794
die	w1795
Einfälle	w1796
deren	w1797
Jndianer	w1798
in	w1799
Sicherheit	w1800
zu	w1801
setzen	w1802
<g/>
,
welche	w1804
an=jetzo	w1805
<g/>
=
biegsamer	w1807
wären	w1808
<g/>
,
als	w1810
vorhin	w1811
<g/>
,
und	w1813
die	w1814
Colonie	w1815
nicht	w1816
mehr	w1817
so	w1818
sehr	w1819
<g/>
,
als	w1821
jemals	w1822
<g/>
,
mit	w1824
ihren	w1825
Einfällen	w1826
beunruhigen	w1827
<g/>
.
Dieser	w1829
Gene=ral	w1830
<g/>
=
<g/>
,
dessen	w1833
Aufführung	w1834
die	w1835
Colonisten	w1836
nicht	w1837
ge=nung	w1838
<g/>
=
rühmen	w1840
können	w1841
<g/>
,
hat	w1843
sich	w1844
neulich	w1845
bey	w1846
dem	w1847
neuen	w1848
Gouverneur	w1849
von	w1850
Louisburg	w1851
beklaget	w1852
<g/>
,
daß	w1854
die	w1855
Franzosen	w1856
in	w1857
der	w1858
See	w1859
<g/>
,
die	w1861
zu	w1862
der	w1863
Jn=sel	w1864
<g/>
=
Canjo	w1866
gehöret	w1867
<g/>
,
fischeten	w1869
<g/>
,
und	w1871
er	w1872
hat	w1873
den	w1874
Gouverneur	w1875
ersuchet	w1876
<g/>
,
zu	w1878
verhindern	w1879
<g/>
,
daß	w1881
sol=ches	w1882
<g/>
=
inskünftige	w1884
nicht	w1885
mehr	w1886
geschehen	w1887
möge	w1888
<g/>
.
</p>
<head id="hl11">
Londen	w1890
30	w1891
<g/>
.
November	w1893
<g/>
