<doc id="edoc_wd_1792-03-10" attrs="word" year="1792" month="03" day="10" corpus="1">
<head id="hl1">
Jnländische	w25
Verlassenschaftsbehandlung	w282
ein=zulassen	w283
<g/>
=
<g/>
,
als	w286
daß	w287
sie	w288
a	w289
die	w290
Sperr	w291
anlege	w292
<g/>
,
b	w294
auch	w295
wenn	w296
der	w297
Fall	w298
es	w299
fordert	w300
<g/>
,
die	w302
Ver=lassenschaft	w303
<g/>
=
in	w305
eigene	w306
Sperr	w307
nehme	w308
<g/>
,
c	w310
die	w311
allenfalls	w312
vorfindige	w313
leztwillige	w314
Anordnung	w315
eröffnet	w316
und	w317
kund	w318
mache	w319
<g/>
,
und	w321
d	w322
dafür	w323
sorge	w324
<g/>
,
damit	w326
aus	w327
besagtem	w328
in	w329
dem	w330
deut=schen	w331
<g/>
=
Erblande	w333
vorfindigen	w334
beweglichen	w335
Ver=mögen	w336
<g/>
=
<g/>
,
alle	w339
diejenigen	w340
deutscherbländischen	w341
oder	w342
in	w343
den	w344
deutschen	w345
Erbländern	w346
befindli=chen	w347
<g/>
=
fremden	w349
Unterthanen	w350
<g/>
,
welche	w352
als	w353
Gläu=biger	w354
<g/>
=
<g/>
,
aus	w357
was	w358
immer	w359
für	w360
einem	w361
Rechts=titel	w362
<g/>
=
<g/>
,
oder	w365
als	w366
Erben	w367
und	w368
Legatarien	w369
aus	w370
einer	w371
nach	w372
den	w373
deutscherbländischen	w374
Gesetzen	w375
rechtsgültigen	w376
letztwilligen	w377
Anordnung	w378
<g/>
,
ei=nen	w380
<g/>
=
gerechten	w382
Anspruch	w383
haben	w384
<g/>
,
vollständig	w386
befriediget	w387
werden	w388
<g/>
.
</p>
<p id="p12">
§	w390
<g/>
.
2	w392
<g/>
.
Wenn	w394
aber	w395
dergleichen	w396
Erblasser	w397
in	w398
den	w399
deutschen	w400
Erbländern	w401
liegende	w402
Güter	w403
oder	w404
auf	w405
solche	w406
vorgemerkte	w407
Kapitalien	w408
be=sitzen	w409
<g/>
=
<g/>
,
kommt	w412
den	w413
deutscherbländischen	w414
Ge=richtsbehörden	w415
<g/>
=
die	w417
Verlassenschaftsabhand=lung	w418
<g/>
=
in	w420
Rücksicht	w421
auf	w422
dieses	w423
Vermögen	w424
<g/>
,
nach	w426
dem	w427
ganzen	w428
Umfange	w429
zu	w430
<g/>
.
</p>
<p id="p13">
§	w432
<g/>
.
3	w434
<g/>
.
Was	w436
in	w437
den	w438
beyden	w439
vorstehenden	w440
Absätzen	w441
angeordnet	w442
ist	w443
<g/>
,
hat	w445
auch	w446
auf	w447
die	w448
Gattinnen	w449
<g/>
,
Wittwen	w451
und	w452
minderjährigen	w453
Kinder	w454
der	w455
dort	w456
bezeichneten	w457
Personen	w458
seine	w459
Anwendung	w460
<g/>
.
</p>
<p id="p14">
§	w462
<g/>
.
4	w464
<g/>
.
So	w466
weit	w467
den	w468
deutscherbländischen	w469
Gerichten	w470
<g/>
,
nach	w472
obigen	w473
Grundsätzen	w474
<g/>
,
nicht	w476
die	w477
vollkommene	w478
Abhandlung	w479
der	w480
Verlassen=schaft	w481
<g/>
=
zukommt	w483
<g/>
,
soll	w485
von	w486
dieser	w487
auch	w488
keine	w489
Erbsteuer	w490
<g/>
,
noch	w492
ein	w493
Mortuarium	w494
bezogen	w495
werden	w496
<g/>
,
doch	w498
haben	w499
die	w500
Gerichte	w501
für	w502
die	w503
ihnen	w504
eingeräumte	w505
Amtshandlung	w506
die	w507
gesetz=mäßigen	w508
<g/>
=
Taxen	w510
zu	w511
beziehen	w512
<g/>
.
</p>
<p id="p15">
<g/>
(
Die	w515
Fortsetzung	w516
folgt	w517
<g/>
.
<g/>
)
</p>
<p id="p16">
Se	w520
<g/>
.
Königl	w522
<g/>
.
Maj	w524
<g/>
.
haben	w526
Jhre	w527
beyden	w528
bisherigen	w529
Generaladjudanten	w530
<g/>
,
die	w532
Obersten	w533
Grafen	w534
v	w535
<g/>
.
Lamberti	w537
und	w538
Hrn	w539
<g/>
.
Rollin	w541
<g/>
,
in	w543
Ansehung	w544
ihrer	w545
ausgezeichneten	w546
Verdien=ste	w547
<g/>
=
<g/>
,
zu	w550
Generalmajoren	w551
zu	w552
erheben	w553
geruhet	w554
<g/>
.
</p>
<p id="p17">
An	w556
die	w557
Stelle	w558
des	w559
verstorbenen	w560
Grafen	w561
v	w562
<g/>
.
Krukowiecki	w564
<g/>
,
haben	w566
Se	w567
<g/>
.
höchst	w569
<g/>
.
Maj	w571
<g/>
.
den	w573
Präsidenten	w574
der	w575
Landrechte	w576
<g/>
,
Grafen	w578
v	w579
<g/>
.
Deyni	w581
<g/>
,
zum	w583
Präsidenten	w584
des	w585
Galizischen	w586
</p>
<p id="p18">
Apellationsgerichtes	w587
zu	w588
ernennen	w589
geruhet	w590
<g/>
.
Derselbe	w592
ist	w593
demnach	w594
in	w595
die	w596
neue	w597
Würde	w598
am	w599
25	w600
<g/>
.
v	w602
<g/>
.
M	w604
<g/>
.
feyerlich	w606
eingesetzt	w607
worden	w608
<g/>
.
</p>
<p id="p19">
Den	w610
17	w611
<g/>
.
d	w613
<g/>
.
M	w615
<g/>
.
nahmen	w617
in	w618
der	w619
Pfarrkir=che	w620
<g/>
=
der	w622
PP	w623
<g/>
.
Augustiner	w625
in	w626
der	w627
Stadt	w628
<g/>
,
Abends	w630
um	w631
6	w632
Uhr	w633
<g/>
,
die	w635
Todtenvigilien	w636
für	w637
des	w638
höchstsel	w639
<g/>
.
Kaisers	w641
Maj	w642
<g/>
.
den	w644
Anfang	w645
<g/>
,
und	w647
wurden	w648
auch	w649
an	w650
beyden	w651
folgenden	w652
Aben=den	w653
<g/>
=
gehalten	w655
<g/>
.
Am	w657
ersten	w658
Tage	w659
hielt	w660
der	w661
Kar=dinalerzbischof	w662
<g/>
=
<g/>
,
am	w665
zweyten	w666
der	w667
Bischof	w668
von	w669
St	w670
<g/>
.
Pölten	w672
<g/>
,
und	w674
am	w675
dritten	w676
der	w677
Prälat	w678
von	w679
Klosterneuburg	w680
<g/>
,
die	w682
Vigil	w683
<g/>
,
und	w685
des	w686
andern	w687
Tages	w688
um	w689
10	w690
Uhr	w691
die	w692
Exequien	w693
<g/>
,
welchen	w695
Trauerandachten	w696
durch	w697
alle	w698
drey	w699
Tage	w700
<g/>
,
in	w702
Gegenwart	w703
J	w704
<g/>
.
MM	w706
<g/>
.
des	w708
Königs	w709
und	w710
der	w711
Königinn	w712
<g/>
,
wie	w714
auch	w715
JJ	w716
<g/>
.
KK	w718
<g/>
.
HH	w720
<g/>
.
der	w722
Erzherzoge	w723
und	w724
Erzherzoginnen	w725
<g/>
,
der	w727
hiesige	w728
Adel	w729
beyderley	w730
Geschlechts	w731
und	w732
die	w733
Staatsbeamten	w734
in	w735
tiefester	w736
Trauer	w737
<g/>
,
zahlreich	w739
beywohnten	w740
<g/>
.
</p>
<p id="p20">
Zu	w742
dieser	w743
Trauerandacht	w744
war	w745
in	w746
Mitte	w747
der	w748
Kirche	w749
ein	w750
herrliches	w751
Trauergerüste	w752
er=richtet	w753
<g/>
=
<g/>
,
auch	w756
war	w757
die	w758
ganze	w759
Kirche	w760
schwarz	w761
behangen	w762
<g/>
,
und	w764
mit	w765
Lustern	w766
<g/>
,
Wand	w768
<g/>
=
und	w770
Spiegelleuchtern	w771
gezieret	w772
<g/>
.
</p>
<p id="p21">
An	w774
den	w775
Tagen	w776
der	w777
Vigilien	w778
wurden	w779
Mit=tags	w780
<g/>
=
von	w782
12	w783
bis	w784
1	w785
Uhr	w786
<g/>
,
und	w788
der	w789
Exequi=en	w790
<g/>
=
<g/>
,
Vormittags	w793
um	w794
9	w795
Uhr	w796
<g/>
,
alle	w798
Glocken	w799
in	w800
und	w801
vor	w802
der	w803
Stadt	w804
geläutet	w805
<g/>
.
</p>
<p id="p22">
Die	w807
gräfliche	w808
Familie	w809
v	w810
<g/>
.
Schönborn	w812
hat	w813
am	w814
29	w815
<g/>
.
Jänner	w817
von	w818
der	w819
Herrschaft	w820
Mun=kats	w821
<g/>
=
<g/>
,
welche	w824
im	w825
J	w826
<g/>
.
1788	w828
in	w829
Ansehung	w830
des	w831
sen	w832
<g/>
,
daß	w834
sie	w835
ein	w836
Krongut	w837
sey	w838
<g/>
,
dem	w840
Königl	w841
<g/>
.
Fiskus	w843
zugesprochen	w844
worden	w845
<g/>
,
im	w847
verflossenen	w848
Reichstage	w849
aber	w850
dieser	w851
gräflichen	w852
Familie	w853
<g/>
,
wie	w855
es	w856
der	w857
siebente	w858
Artikel	w859
der	w860
Reichstags=gesetze	w861
<g/>
=
ausweiset	w863
<g/>
,
wieder	w865
zugefallen	w866
war	w867
<g/>
,
auf	w869
das	w870
feyerlichste	w871
in	w872
Besitz	w873
genommen	w874
<g/>
.
Der	w876
Königl	w877
<g/>
.
Kammeraladministrator	w879
<g/>
,
Adam	w881
v	w882
<g/>
.
Csato	w884
<g/>
,
hat	w886
im	w887
Nahmen	w888
des	w889
Königs	w890
<g/>
,
die	w892
Resignation	w893
auf	w894
diese	w895
Herrschaft	w896
vollzo=gen	w897
<g/>
=
<g/>
,
Herr	w900
Ladislaus	w901
v	w902
<g/>
.
Lonyay	w904
<g/>
,
Vicege=span	w906
<g/>
=
der	w908
Beregher	w909
Gespanschaft	w910
aber	w911
<g/>
,
im	w913
Nahmen	w914
des	w915
Herrn	w916
Grafen	w917
<g/>
,
dieselbe	w919
über=nommen	w920
<g/>
=
<g/>
.
</p>
<p id="p23">
Der	w923
Französische	w924
Resident	w925
bey	w926
dem	w927
Ge=neralgouvernement	w928
<g/>
=
zu	w930
Brüssel	w931
<g/>
,
Hr	w933
<g/>
.
de	w935
la	w936
</p>
<p id="p24">
Graviere	w938
<g/>
,
hat	w940
am	w941
18	w942
<g/>
.
Febr	w944
<g/>
.
in	w946
einer	w947
bey	w948
den	w949
durchl	w950
<g/>
.
Generalgouverneuren	w952
erhaltenen	w953
Audienz	w954
<g/>
,
seine	w956
neuen	w957
Beglaubigungsbriefe	w958
als	w959
bevollmächtigter	w960
Minister	w961
zu	w962
überreichen	w963
die	w964
Ehre	w965
gehabt	w966
<g/>
.
</p>
<p id="p25">
Die	w968
durchl	w969
<g/>
.
Generalgouverneure	w971
haben	w972
durch	w973
ein	w974
Kreisschreiben	w975
vom	w976
3	w977
<g/>
.
Febr	w979
<g/>
.
allen	w981
Magistraten	w982
in	w983
den	w984
Städten	w985
eine	w986
stäte	w987
und	w988
sorgfältige	w989
Aufmerksamkeit	w990
auf	w991
alle	w992
Fremden	w993
<g/>
,
die	w995
dahin	w996
kommen	w997
<g/>
,
empfohlen	w999
<g/>
.
</p>
<head id="hl3">
Ausländische	w1001
Begebenheiten	w1002
<g/>
.
</head>
<head id="hl4">
Spanien	w1004
<g/>
.
</head>
<p id="p26">
Der	w1006
neuernannte	w1007
Französische	w1008
Minister	w1009
<g/>
,
Hr	w1011
<g/>
.
Bourgoin	w1013
<g/>
,
wurde	w1015
gegen	w1016
die	w1017
Mitte	w1018
Februars	w1019
in	w1020
Madrid	w1021
erwartet	w1022
<g/>
,
wo	w1024
es	w1025
hieß	w1026
<g/>
,
daß	w1028
derselbe	w1029
neue	w1030
Versuche	w1031
machen	w1032
würde	w1033
<g/>
,
das	w1035
gute	w1036
Vernehmen	w1037
zwischen	w1038
Frankreich	w1039
und	w1040
Spanien	w1041
herzustellen	w1042
und	w1043
zu	w1044
befestigten	w1045
<g/>
.
Da	w1047
Hr	w1048
<g/>
.
Bourgoin	w1050
schon	w1051
einen	w1052
langen	w1053
Aufenthalt	w1054
in	w1055
Spanien	w1056
ge=macht	w1057
<g/>
=
hat	w1059
<g/>
,
und	w1061
durch	w1062
ein	w1063
über	w1064
dieses	w1065
Land	w1066
herausgegebenes	w1067
Werk	w1068
als	w1069
ein	w1070
Mann	w1071
von	w1072
vorzüglichen	w1073
Talenten	w1074
bekannt	w1075
ist	w1076
<g/>
,
so	w1078
ver=spricht	w1079
<g/>
=
man	w1081
sich	w1082
Französischer	w1083
Seits	w1084
sehr	w1085
viel	w1086
gutes	w1087
von	w1088
seiner	w1089
Sendung	w1090
<g/>
.
Der	w1092
Spa=nische	w1093
<g/>
=
Hof	w1095
scheint	w1096
indessen	w1097
bey	w1098
seinem	w1099
bis=herigen	w1100
<g/>
=
Systeme	w1102
zu	w1103
verbleiben	w1104
<g/>
,
und	w1106
ohne	w1107
sich	w1108
für	w1109
noch	w1110
wider	w1111
die	w1112
neue	w1113
Französische	w1114
Konstitution	w1115
zu	w1116
erklären	w1117
<g/>
,
den	w1119
weiteren	w1120
Er=folg	w1121
<g/>
=
von	w1123
Jnnen	w1124
und	w1125
Aussen	w1126
ruhig	w1127
abwar=ten	w1128
<g/>
=
zu	w1130
wollen	w1131
<g/>
,
fest	w1133
entschlossen	w1134
<g/>
.
</p>
<p id="p27">
Doch	w1136
sieht	w1137
man	w1138
es	w1139
als	w1140
einigen	w1141
Beweis	w1142
von	w1143
Nachgiebigkeit	w1144
an	w1145
<g/>
,
daß	w1147
zwey	w1148
Franzö=sischen	w1149
<g/>
=
Kriegsfregaten	w1151
im	w1152
Hafen	w1153
von	w1154
Ca=dix	w1155
<g/>
=
zu	w1157
länden	w1158
<g/>
,
und	w1160
Piaster	w1161
für	w1162
den	w1163
Asia=tischen	w1164
<g/>
=
Handel	w1166
zu	w1167
laden	w1168
<g/>
,
erlaubt	w1170
<g/>
,
auch	w1172
gestattet	w1173
worden	w1174
ist	w1175
<g/>
,
daß	w1177
die	w1178
Französische	w1179
Schiffsbesatzung	w1180
an	w1181
Land	w1182
komme	w1183
<g/>
,
und	w1185
sich	w1186
mit	w1187
der	w1188
Französischen	w1189
Nationalkokarde	w1190
zeige	w1191
<g/>
.
</p>
<p id="p28">
Der	w1193
Sekretar	w1194
des	w1195
Spanischen	w1196
Both=schafters	w1197
<g/>
=
in	w1199
London	w1200
<g/>
,
Marquis	w1202
del	w1203
Cam=po	w1204
<g/>
=
<g/>
,
ist	w1207
am	w1208
9	w1209
<g/>
.
Febr	w1211
<g/>
.
mit	w1213
wichtigen	w1214
Depe=schen	w1215
<g/>
=
nach	w1217
Madrid	w1218
gekommen	w1219
<g/>
.
Diese	w1221
sol=len	w1222
<g/>
=
sich	w1224
auf	w1225
die	w1226
Versuche	w1227
beziehen	w1228
<g/>
,
die	w1230
man	w1231
gemacht	w1232
hat	w1233
<g/>
,
zwischen	w1235
Frankreich	w1236
und	w1237
</p>
<p id="p29">
Großbritannien	w1238
eine	w1239
Allianz	w1240
zu	w1241
bewirken	w1242
<g/>
,
und	w1244
nach	w1245
anderen	w1246
haben	w1247
sie	w1248
auf	w1249
die	w1250
Maro=kanischen	w1251
<g/>
=
Angelegenheiten	w1253
Beziehung	w1254
<g/>
,
in	w1256
denen	w1257
der	w1258
Englische	w1259
Hof	w1260
<g/>
,
als	w1262
Beschützer	w1263
des	w1264
seinem	w1265
Falle	w1266
nahen	w1267
Sultans	w1268
auftreten	w1269
will	w1270
<g/>
,
indessen	w1272
es	w1273
den	w1274
Anschein	w1275
hat	w1276
<g/>
,
daß	w1278
man	w1279
Spanischer	w1280
Seits	w1281
die	w1282
Partey	w1283
des	w1284
ge=gen	w1285
<g/>
=
ihn	w1287
zu	w1288
Felde	w1289
gezogenen	w1290
Prinzen	w1291
Jslam	w1292
Mohämmed	w1293
begünstiget	w1294
<g/>
.
Wirklich	w1296
wird	w1297
neuerdings	w1298
im	w1299
Hafen	w1300
von	w1301
Algesiras	w1302
<g/>
,
un=ter	w1304
<g/>
=
den	w1306
Befehlen	w1307
des	w1308
Generallieutenants	w1309
Barcelo	w1310
<g/>
,
eine	w1312
kleine	w1313
Flotte	w1314
von	w1315
leichten	w1316
Schiffen	w1317
ausgerüstet	w1318
<g/>
,
welche	w1320
noch	w1321
Tanger	w1322
bestimmt	w1323
sein	w1324
soll	w1325
<g/>
.
</p>
<p id="p30">
Der	w1327
Tajo	w1328
<g/>
,
welcher	w1330
voriges	w1331
Monath	w1332
ausgetreten	w1333
ist	w1334
<g/>
,
hat	w1336
nicht	w1337
nur	w1338
dadurch	w1339
gros=sen	w1340
<g/>
=
Schaden	w1342
angerichtet	w1343
<g/>
,
sondern	w1345
auch	w1346
vie=le	w1347
<g/>
=
Pfützen	w1349
hinterlassen	w1350
<g/>
,
deren	w1352
Ausdünstun=gen	w1353
<g/>
=
in	w1355
mehreren	w1356
Gegenden	w1357
sehr	w1358
verderbli=che	w1359
<g/>
=
ansteckende	w1361
Krankheiten	w1362
erzeugen	w1363
<g/>
.
</p>
<p id="p31">
Jn	w1365
den	w1366
Häfen	w1367
von	w1368
Cadix	w1369
und	w1370
Santan=der	w1371
<g/>
=
sind	w1373
im	w1374
Monathe	w1375
Jänner	w1376
verschiede=ne	w1377
<g/>
=
Schiffe	w1379
aus	w1380
den	w1381
Südamerikanischen	w1382
Besitzungen	w1383
angekommen	w1384
<g/>
,
welche	w1386
Piaster	w1387
und	w1388
viele	w1389
kostbare	w1390
Waaren	w1391
überbracht	w1392
haben	w1393
<g/>
.
</p>
<head id="hl5">
Jtalien	w1395
<g/>
.
</head>
<p id="p32">
Briefe	w1397
aus	w1398
Neapel	w1399
enthalten	w1400
die	w1401
Nach=richt	w1402
<g/>
=
von	w1404
einem	w1405
prächtigen	w1406
und	w1407
sinnreich	w1408
er=dachten	w1409
<g/>
=
Feste	w1411
<g/>
,
das	w1413
allda	w1414
in	w1415
der	w1416
Carnevals=zeit	w1417
<g/>
=
von	w1419
dem	w1420
Adel	w1421
in	w1422
der	w1423
Absicht	w1424
gegeben	w1425
worden	w1426
ist	w1427
<g/>
,
um	w1429
die	w1430
Freundschaft	w1431
<g/>
,
welche	w1433
das	w1434
Oesterreichische	w1435
und	w1436
Bourbonische	w1437
Haus	w1438
vereiniget	w1439
<g/>
,
zu	w1441
versinnlichen	w1442
<g/>
,
und	w1444
wovon	w1445
man	w1446
hier	w1447
die	w1448
umständliche	w1449
Beschreibung	w1450
ge=wiß	w1451
<g/>
=
nicht	w1453
ohne	w1454
Vergnügen	w1455
lesen	w1456
wird	w1457
<g/>
:
</p>
<p id="p33">
Der	w1459
Hauptgegenstand	w1460
dieses	w1461
Festes	w1462
<g/>
,
waren	w1464
die	w1465
Geister	w1466
der	w1467
Oesterreichischen	w1468
und	w1469
Bourbo=nischen	w1470
<g/>
=
Häuser	w1472
<g/>
.
Den	w1474
Zug	w1475
eröffneten	w1476
die	w1477
Schanzgraber	w1478
eines	w1479
zahlreichen	w1480
Corps	w1481
Ungar=rischer	w1482
<g/>
=
Jnfanterie	w1484
mit	w1485
ihren	w1486
Fahnen	w1487
<g/>
,
unter	w1489
dem	w1490
Schall	w1491
einer	w1492
ergetzenden	w1493
Musik	w1494
<g/>
;
der	w1496
Kom=mandant	w1497
<g/>
=
und	w1499
die	w1500
Offiziere	w1501
sowohl	w1502
als	w1503
das	w1504
ganze	w1505
Korps	w1506
waren	w1507
in	w1508
Ungarischem	w1509
Geschmack	w1510
bewaffnet	w1511
<g/>
.
Nachdem	w1513
folgten	w1514
in	w1515
militarischer	w1516
Ordnung	w1517
<g/>
,
40	w1519
Hussaren	w1520
zu	w1521
Pferde	w1522
<g/>
;
vor	w1524
diesen	w1525
ritten	w1526
4	w1527
Trompeter	w1528
<g/>
,
die	w1530
einen	w1531
Ungarischen	w1532
Marsch	w1533
bliesen	w1534
<g/>
;
ihre	w1536
Uniformen	w1537
und	w1538
die	w1539
Pfer=derüstungen	w1540
<g/>
=
waren	w1542
reich	w1543
und	w1544
prächtig	w1545
<g/>
,
und	w1547
all=les	w1548
<g/>
=
soviel	w1550
möglich	w1551
<g/>
,
im	w1553
Ungarischen	w1554
Kostume	w1555
<g/>
.
</p>
<p id="p34">
Dann	w1558
kam	w1559
ein	w1560
grosser	w1561
Wagen	w1562
mit	w1563
8	w1564
auser=wählten	w1565
<g/>
=
<g/>
,
reich	w1568
gezierten	w1569
Pferden	w1570
bespannt	w1571
<g/>
.
Der	w1573
Wagen	w1574
war	w1575
mit	w1576
Kränzen	w1577
von	w1578
Olivenzwei=gen	w1579
<g/>
=
und	w1581
hieroglyphischen	w1582
Bildern	w1583
<g/>
,
die	w1585
auf	w1586
die	w1587
glückliche	w1588
Vereinigung	w1589
der	w1590
zwey	w1591
Königl	w1592
<g/>
.
Häu=ser	w1594
<g/>
=
Anspielung	w1596
machten	w1597
<g/>
,
geziert	w1599
<g/>
.
Obenauf	w1601
sah	w1602
man	w1603
die	w1604
zwey	w1605
durch	w1606
das	w1607
doppelte	w1608
Band	w1609
des	w1610
Geblüts	w1611
und	w1612
der	w1613
Freundschaft	w1614
vereinigten	w1615
Schutzgeister	w1616
derselben	w1617
<g/>
:
sie	w1619
trugen	w1620
ihre	w1621
gegen=seitige	w1622
<g/>
=
Sinnbilder	w1624
auf	w1625
den	w1626
vorstehenden	w1627
Al=tar	w1628
<g/>
=
der	w1630
Unsterblichkeit	w1631
<g/>
,
welche	w1633
in	w1634
Bereitschaft	w1635
war	w1636
<g/>
,
sie	w1638
zu	w1639
krönen	w1640
<g/>
.
Zu	w1642
den	w1643
Füssen	w1644
der	w1645
zwey	w1646
Schutzgeister	w1647
lagen	w1648
Zwietracht	w1649
<g/>
,
Krieg	w1651
und	w1652
Neid	w1653
<g/>
.
Etwas	w1655
höher	w1656
war	w1657
eine	w1658
angenehme	w1659
Ge=gend	w1660
<g/>
=
vorgestellt	w1662
<g/>
,
in	w1664
der	w1665
man	w1666
den	w1667
Jster	w1668
und	w1669
den	w1670
Sebet	w1671
<g/>
,
um	w1673
auf	w1674
eine	w1675
andere	w1676
Art	w1677
die	w1678
glückli=che	w1679
<g/>
=
Vereinigung	w1681
beyder	w1682
Häuser	w1683
zu	w1684
versinnlichen	w1685
<g/>
,
ihr	w1687
Wasser	w1688
vermischen	w1689
sah	w1690
<g/>
.
Aus	w1692
dem	w1693
Bette	w1694
dieser	w1695
Flüsse	w1696
erhob	w1697
sich	w1698
ein	w1699
zahlreiches	w1700
Gefol=ge	w1701
<g/>
=
<g/>
,
das	w1704
mit	w1705
blasender	w1706
Jnstrumenten	w1707
die	w1708
Freu=de	w1709
<g/>
=
ausdrückte	w1711
<g/>
,
von	w1713
welcher	w1714
sie	w1715
beliebt	w1716
waren	w1717
<g/>
.
Vorn	w1719
stand	w1720
der	w1721
grosse	w1722
Thaten	w1723
bekanntmachen=de	w1724
<g/>
=
Ruf	w1726
<g/>
;
in	w1728
der	w1729
einen	w1730
Hand	w1731
hielt	w1732
er	w1733
eine	w1734
Trom=pette	w1735
<g/>
=
<g/>
,
und	w1738
mit	w1739
der	w1740
andern	w1741
verbreitete	w1742
er	w1743
ver=schiedene	w1744
<g/>
=
<g/>
,
auf	w1747
gegenwärtigen	w1748
Triumph	w1749
anpas=sende	w1750
<g/>
=
Gedichte	w1752
<g/>
.
Unmittelbar	w1754
vor	w1755
dem	w1756
Wagen	w1757
gingen	w1758
4	w1759
Deputirte	w1760
der	w1761
Nation	w1762
<g/>
.
Dieser	w1764
präch=tige	w1765
<g/>
=
Zug	w1767
wurde	w1768
von	w1769
einer	w1770
Division	w1771
Ungari=scher	w1772
<g/>
=
Truppen	w1774
geschlossen	w1775
<g/>
.
</p>
<p id="p35">
Die	w1777
zahlreiche	w1778
Menge	w1779
der	w1780
Leute	w1781
die	w1782
an	w1783
al=len	w1784
<g/>
=
Fenstern	w1786
standen	w1787
<g/>
,
und	w1789
auf	w1790
den	w1791
Strassen	w1792
<g/>
,
durch	w1794
welche	w1795
der	w1796
Zug	w1797
ging	w1798
<g/>
,
zusammen	w1800
