"Löschen","G","GG","GGG","GGGS","A","AA","AAA","AAAS","Stichwort_A","Ausgabe","Nummer","Seite","ID","Coder"
false,1,2,1,,3,4,9,,Begnadigung Florence Henseys wg. Hochverrats in Aussicht,1758-12-09 00:00:00.000,98,2,2004254,EK
false,1,2,1,,3,4,9,,Brandstiftung,1758-05-13 00:00:00.000,38,9,3006267,hjh
false,1,2,1,,3,4,9,,Exekution Lord Ferrer vorbereitet,1760-05-21 00:00:00.000,41,2,2507980,EK
false,1,2,1,,3,4,9,,Feuersabotage auf Schiffswerft vermutet,1758-09-23 00:00:00.000,76,4,2002593,Ek
false,1,2,1,,3,4,9,,Hinrichtung des Hochverräters Florentin Hensey,1758-07-08 00:00:00.000,54,4,2000827,ek
false,1,2,1,,3,4,9,,Hinrichtung Gf. Ferrer,1760-05-07 00:00:00.000,37,2,2507894,EK
false,1,2,1,,3,4,9,,Hinrichtung Lord Ferrer in London,1760-05-31 00:00:00.000,44,9,2007766,EK
false,1,2,1,,3,4,9,,Verschwörung,1761-01-17 00:00:00.000,5,1,3008211,hjh
false,1,2,2,,3,4,9,,,1756-04-03 00:00:00.000,27,4,3000091,hjh
false,1,2,2,,3,4,9,,,1756-04-14 00:00:00.000,30,3,3000249,hjh
false,1,2,2,,3,4,9,,Enthauptung von Aufrührern,1756-08-14 00:00:00.000,65,4,2000732,ek
false,1,2,2,,3,4,9,,Flucht des Unruhen-Anführers,1758-09-16 00:00:00.000,74,2,2002423,EK
false,1,2,2,,3,4,9,,Flucht eines Aufrührers nach Norwegen,1756-08-07 00:00:00.000,63,3,2000651,ek
false,1,2,2,,3,4,9,,Hinrichtung von Aufrührern,1756-07-21 00:00:00.000,58,3,2000472,ek
false,1,2,2,,3,4,9,,Sänftenträger Tiberg in der Rosenkammer befragt/gefoltert (?),1758-11-18 00:00:00.000,92,3,2003872,Ek
false,1,2,2,,3,4,9,,Tod eines wegen Aufruhrs Inhaftierten,1759-03-07 00:00:00.000,19,2,5001319,mf
false,1,2,2,,3,4,9,,unzüchtige Schrift/Pornographie,1756-05-19 00:00:00.000,40,3,3000992,hjh
false,1,2,2,,3,4,9,,Verhör von Aufrührern,1756-08-11 00:00:00.000,64,4,2000692,ek
false,1,2,2,,3,4,9,,Verurteilung d. Aufrührer,1756-08-07 00:00:00.000,63,3,2000649,ek
false,1,2,3,N,3,4,9,,Plünderungen,1756-04-14 00:00:00.000,30,9,3000269,hjh
false,1,2,3,Nor,3,4,9,,Flucht eines Aufrührers nach Norwegen,1756-08-07 00:00:00.000,63,3,2000651,ek
false,1,3,1,,3,4,9,,,1756-01-31 00:00:00.000,9,2,1000404,MF
false,1,3,1,,3,4,9,,Maßnahmen gegen Schmuggler,1757-10-22 00:00:00.000,85,1,1004619,mf
false,1,3,1,,3,4,9,,Prozeß gegen die Anführer des Aufruhrs,1758-09-27 00:00:00.000,77,2,2002661,ek
false,1,3,1,,3,4,9,,Todesurteil,1756-10-23 00:00:00.000,85,1,3001912,BH
false,1,3,2,,3,4,9,,Schleichhändler,1757-11-23 00:00:00.000,94,1,1005003,mf
false,1,3,4,K,3,4,9,,Meuchelmörder aufgehängt,1761-06-20 00:00:00.000,49,3,3011957,hjh
false,1,3,5,,3,4,9,,Buchverbrennung in Pavia (österr.),1756-01-24 00:00:00.000,7,3,1000339,MF
false,1,3,8,,3,4,9,,,1756-03-27 00:00:00.000,25,1,1001047,MF
false,1,4,5,,3,4,9,,,1756-05-29 00:00:00.000,43,1,3001114,hjh
false,1,4,5,,3,4,9,,,1760-08-27 00:00:00.000,69,1,5000554,mf
false,1,4,5,Nea,3,4,9,,Mord in Neapel,1760-01-30 00:00:00.000,9,1,4002755,an
false,1,4,6,,3,4,9,,,1760-12-17 00:00:00.000,101,1,2508160,HJH
false,1,4,6,,3,4,9,,Hinrichtung türk. Rädelsführer einer gepl. Revolte gegen Maltheser,1760-05-10 00:00:00.000,38,10,2507940,EK
false,1,4,6,,3,4,9,,Sklavenrevolte und Bestrafung,1756-04-10 00:00:00.000,29,1,3000165,hjh
false,1,5,1,,3,4,9,,Degradierung eines Adligen,1759-03-10 00:00:00.000,20,5,5001379,mf
false,1,5,1,,3,4,9,,Diebstahl,1758-05-20 00:00:00.000,40,11,3006537,hjh
false,1,5,1,,3,4,9,,Einbruch,1758-05-27 00:00:00.000,42,8,3006957,hjh
false,1,5,1,,3,4,9,,Frau wgen Diebstahl und Mord angeklagt,1758-01-25 00:00:00.000,7,6,3002477,hjh
false,1,5,1,,3,4,9,,Hinrichtung,1756-04-10 00:00:00.000,29,5,3000200,hjh
false,1,5,1,,3,4,9,,Hinrichtung eines Bigamisten,1756-06-05 00:00:00.000,45,5,3001333,hjh
false,1,5,1,,3,4,9,,Hinrichtung eines Mörders,1761-11-28 00:00:00.000,95,5,2006485,ek
false,1,5,1,,3,4,9,,Hinrichtung wg. Kindermord,1756-09-15 00:00:00.000,74,7,3001454,BH
false,1,5,1,,3,4,9,,Hinrichtung wg. Raubmordes,1756-09-15 00:00:00.000,74,6,3001453,BH
false,1,5,1,,3,4,9,,Mantelsack gestohlen,1758-02-04 00:00:00.000,10,6,3002893,hjh
false,1,5,1,,3,4,9,,Öffentliche Hinrichtung mit dem Strang,1756-08-07 00:00:00.000,63,4,2000657,ek
false,1,5,1,,3,4,9,,Strafe für falsche Beschuldigung,1757-08-24 00:00:00.000,68,6,1004019,mf
false,1,5,1,,3,4,9,,Verbrecher nach Temesvar überführt,1758-11-15 00:00:00.000,91,5,2003826,ek
false,1,5,1,,3,4,9,,Warnung vor einem Schuldenmacher,1758-07-08 00:00:00.000,54,5,2000840,ek
false,1,5,2,,3,4,9,,Überführung von 'Staatsgefangenen' in die Bastille,1758-07-29 00:00:00.000,60,3,2001288,ek
false,1,5,2,Be,3,4,9,,Bentheimer mißhandeln Oberisseler,1761-06-17 00:00:00.000,48,4,3011894,hjh
false,1,5,2,Kl,3,4,9,,Mord,1756-05-12 00:00:00.000,38,4,3000721,hjh
false,1,5,2,Kv,3,4,9,,Falschmünzerei,1757-05-04 00:00:00.000,36,3,1002686,mf
false,1,5,2,Mz,3,4,9,,Gerücht über das Attentat auf den Kurfürsten von Mainz,1757-05-28 00:00:00.000,43,10,1003036,mf
false,1,5,2,NsE,3,4,9,,Räuberbande im Westerwald,1761-12-30 00:00:00.000,104,4,2006932,ek
false,1,5,3,,3,4,9,,Räuberbande überfällt Schloß Naumburg,1760-05-10 00:00:00.000,38,3,2507924,EK
false,1,5,3,,3,4,9,,Räuberbande überfällt Schloß Naumburg,1760-05-10 00:00:00.000,38,4,2507925,EK
false,1,5,3,Fr,3,4,9,,Straßenräuberei,1762-04-17 00:00:00.000,31,4,4000630,mf
false,1,5,4,Wü,3,4,9,,,1759-09-01 00:00:00.000,70,5,3006802,tc
false,1,5,5,HlN,3,4,9,,Warnung vor Hochstapler,1761-05-06 00:00:00.000,36,4,3010514,hjh
false,1,5,7,,3,4,9,,,1757-01-15 00:00:00.000,5,3,1001289,mf
false,1,5,7,Sa,3,4,9,,"""Judenrotte"" bringt Falschgeld in Umlauf",1761-05-27 00:00:00.000,42,5,3011522,hjh
false,1,5,7,Sa,3,4,9,,Arrest des pr. Geheimagenten in Sachsen,1758-03-01 00:00:00.000,17,4,3004141,hjh
false,1,5,7,Sa,3,4,9,,Beraubung der Kursächsischen Post,1757-08-24 00:00:00.000,68,5,1004009,mf
false,1,5,7,Sa,3,4,9,,Enthauptung einer Brandstifterin in Wurzen,1761-08-29 00:00:00.000,69,4,2005097,Ek
false,1,5,7,Sa,3,4,9,,Ermordung Ehefrau und Selbstmord,1756-05-05 00:00:00.000,36,3,3000606,hjh
false,1,5,7,Sa,3,4,9,,Jude in Ketten gelegt - er verkaufte Zivilkleidung an Deserteuren,1758-08-19 00:00:00.000,66,9,2001844,ek
false,1,5,7,Sa,3,4,9,,Mord,1756-03-31 00:00:00.000,26,4,3000050,hjh
false,1,5,8,Bm,3,4,9,,Gattenmord,1760-12-27 00:00:00.000,104,2,2008144,HJH
false,1,5,8,BwL,3,4,9,,Rotten der Strassenräuber,1760-09-03 00:00:00.000,71,4,5000712,mf
false,1,5,8,Mb,3,4,9,,Marodierende Räuberbanden im Hzm. Mecklenburg-Schwerin,1760-06-25 00:00:00.000,51,3,2008477,ek
false,1,5,9,,3,4,9,,Arrest des pr. Geheimagenten in Sachsen,1758-03-01 00:00:00.000,17,4,3004141,hjh
false,1,5,9,Sl,3,4,9,,Untersuchung gegen Arrestierte,1758-02-15 00:00:00.000,13,5,3003717,hjh
false,1,6,1,,3,4,9,,,1756-01-07 00:00:00.000,2,3,1000084,MF
false,1,6,1,,3,4,9,,,1757-01-05 00:00:00.000,2,12,1001179,MF
false,1,6,1,,3,4,9,,,1757-01-19 00:00:00.000,6,3,1001348,mf
false,1,6,1,,3,4,9,,,1757-04-02 00:00:00.000,27,1,1002245,mf
false,1,6,1,,3,4,9,,,1759-07-18 00:00:00.000,57,3,2006571,jb
false,1,6,1,,3,4,9,,Anschlag bei Festessen,1761-04-22 00:00:00.000,32,9,3010106,hjh
false,1,6,1,,3,4,9,,Juden wegen Devisenschmuggel verhaftet,1761-07-15 00:00:00.000,56,2,2004615,Ek
false,1,6,1,,3,4,9,,Schlechte Münzen,1761-06-20 00:00:00.000,49,9,3011998,hjh
false,1,6,1,,3,4,9,,Überfälle der Haydemaken (poln. Ukraine),1756-08-14 00:00:00.000,65,5,2000737,ek
false,1,6,1,,3,4,9,,Ukrainischer Überfall auf Fürsten von Jablonsky,1760-02-06 00:00:00.000,11,4,4002189,an
false,1,6,1,L,3,4,9,,Räuberbanden in Litauen,1761-04-22 00:00:00.000,32,9,3010111,HJH
false,1,6,4,,3,4,9,,Verbrecher nach Temesvar überführt,1758-11-15 00:00:00.000,91,5,2003826,ek
false,1,6,5,,3,4,9,,Hinrichtung wegen Mißachtung der Kleiderordnung,1758-08-16 00:00:00.000,65,9,2001775,ek
false,1,6,5,,3,4,9,,Plünderung eines Reismagazins durch hungernden Pöbel,1758-08-16 00:00:00.000,65,9,2001772,ek
false,1,6,8,,3,4,9,,Anschlag auf das Leben der Kaiserin,1757-04-23 00:00:00.000,33,2,1002533,mf
false,1,6,8,,3,4,9,,Räuberei,1762-05-29 00:00:00.000,43,3,4000892,mf
false,2,1,0,,3,4,9,,Hinrichtung von Brandstiftern,1756-09-01 00:00:00.000,70,1,3000934,bh
false,2,1,1,,3,4,9,,Ermordung des Konsuln von Ragusa,1759-11-03 00:00:00.000,88,5,3010239,tc
false,2,1,6,,3,4,9,,Araberüberfall auf Karawane,1758-06-07 00:00:00.000,45,5,3007237,hjh
false,3,1,1,,3,4,9,,,1756-11-06 00:00:00.000,89,2,4001549,mf
false,3,2,2,,3,4,9,,,1756-04-21 00:00:00.000,32,1,3000326,hjh
false,3,3,1,,3,4,9,,Schwarze metzeln hundert Weiße nieder,1758-10-25 00:00:00.000,85,5,2003348,EK
false,3,3,4,,3,4,9,,Engl. Freibeuter aufgehängt,1758-05-24 00:00:00.000,41,5,3006610,hjh
