"Lfd_Nr_G","ID_G","G","GG","GGG","GGG_kompakt","GGGS","Stichwort_G","Löschen","Militär"
1289,1000954,0,0,0,0,,,false,false
1290,1000954,1,5,1,151,,,false,false
1291,1000955,1,5,1,151,,,false,false
1292,1000956,1,5,1,151,,,false,false
1293,1000957,1,5,1,151,,,false,false
1294,1000958,1,2,1,121,,,false,false
1295,1000958,3,1,1,311,,,false,false
1296,1000959,3,1,1,311,,,false,false
1297,1000960,3,1,1,311,,,false,false
1298,1000960,3,1,3,313,,,false,false
1299,1000961,1,5,1,151,Bö,,false,false
1300,1000962,1,5,1,151,,,false,false
1301,1000963,1,5,1,151,,,false,false
1302,1000964,1,1,2,112,,,false,false
1303,1000964,3,2,2,322,,,false,false
1304,1000965,1,1,2,112,,,false,false
1305,1000965,1,1,1,111,,,false,false
1306,1000966,1,1,2,112,,,false,false
1307,1000966,1,6,1,161,,,false,false
1308,1000967,1,2,1,121,,,false,false
1309,1000968,1,1,3,113,,,false,true
1310,1000968,1,2,1,121,,,false,false
1311,1000969,1,1,3,113,,,false,false
1312,1000970,1,1,3,113,,,false,false
1313,1000971,1,1,3,113,,,false,true
1314,1000971,3,1,3,313,,,false,false
1315,1000972,1,1,3,113,,,false,true
1316,1000972,1,7,3,173,,,false,true
1317,1000972,1,7,5,175,,,false,false
1318,1000973,3,1,3,313,,,false,false
1319,1000974,1,1,3,113,,,false,false
1320,1000975,1,1,3,113,,,false,true
1321,1000975,1,7,5,175,,,false,false
1322,1000976,1,1,3,113,,,false,false
1323,1000977,3,1,3,313,,,false,false
1324,1000978,1,2,1,121,,,false,false
1325,1000978,1,1,5,115,,,false,false
1326,1000979,1,1,5,115,,,false,true
1327,1000980,1,1,3,113,,,false,false
1328,1000980,1,1,5,115,,,false,false
1329,1000981,1,1,3,113,,,false,false
1330,1000982,3,3,1,331,,,false,false
1331,1000982,3,3,3,333,,,false,false
1332,1000983,3,3,3,333,,,false,false
1333,1000983,1,1,3,113,,,false,false
1334,1000984,1,1,3,113,,,false,false
1335,1000984,4,3,3,433,,,false,false
1336,1000985,1,1,5,115,,,false,false
1337,1000986,1,6,8,168,,,false,false
1338,1000987,1,6,8,168,,,false,false
1339,1000988,1,2,2,122,,,false,false
1340,1000989,1,2,2,122,,,false,false
1341,1000990,1,2,2,122,,,false,true
1342,1000991,1,2,1,121,,,false,false
1343,1000991,1,1,5,115,,,false,false
1344,1000992,1,1,5,115,,,false,true
1345,1000993,1,5,2,152,Tr,,false,false
1346,1000994,1,5,2,152,Tr,,false,false
1347,1000995,1,5,1,151,,,false,false
1348,1000996,1,2,1,121,,,false,false
1349,1000997,1,5,1,151,,,false,false
1350,1000998,1,5,1,151,,,false,false
1351,1000999,1,5,3,153,Pf,,false,false
1352,1001000,1,5,1,151,,,false,false
1353,1001001,1,5,1,151,,,false,false
1354,1000054,1,6,8,168,,,false,false
1355,1001002,1,1,1,111,,,false,false
1356,1001003,1,1,1,111,,,false,false
1357,1001003,1,2,1,121,,,false,false
1358,1001004,1,1,1,111,,,false,false
1359,1001005,1,1,1,111,,,false,false
1360,1001006,1,1,2,112,,,false,false
1361,1001006,3,2,2,322,,,false,false
1362,1001007,1,2,1,121,,,false,true
1363,1001008,1,2,1,121,,,false,true
1364,1001009,1,2,1,121,,,false,true
1365,1001010,1,2,1,121,,,false,true
1366,1001011,1,1,3,113,,,false,false
1367,1001012,1,1,3,113,,,false,false
1368,1001013,1,1,3,113,,,false,true
1369,1001014,1,1,3,113,,,false,false
1370,1001016,1,2,1,121,,,false,false
1371,1001017,1,2,1,121,,,false,false
1372,1001017,1,1,3,113,,,false,false
1373,1001017,1,1,5,115,,,false,false
1374,1001020,1,2,2,122,,,false,false
1375,1001021,1,2,2,122,,,false,false
1376,1001022,1,2,2,122,,,false,false
1377,1001023,1,2,2,122,,,false,false
1378,1001024,1,2,3,123,,,false,false
1379,1001020,1,2,3,123,,,false,false
1380,1001025,1,2,1,121,,,false,false
1381,1001025,1,2,3,123,,,false,false
1382,1001026,1,2,3,123,,,false,false
1383,1001026,1,5,1,151,,,false,false
1384,1001027,1,2,3,123,,,false,false
1385,1001027,1,2,3,123,I,,false,false
1386,1001027,1,2,3,123,N,,false,false
1387,1001028,1,2,3,123,,,false,false
1388,1001029,1,5,9,159,,,false,true
1389,1001030,1,5,2,152,Pr,Kleve,false,false
1390,1001031,1,5,9,159,,,false,false
1391,1001032,1,5,9,159,,,false,false
1392,1001032,1,1,3,113,,,false,false
1393,1001033,1,5,1,151,,,false,false
1394,1001034,1,5,1,151,,,false,false
1395,1001035,1,5,1,151,,,false,false
1396,1001036,1,5,1,151,,,false,false
1397,1001037,1,5,1,151,,,false,false
1398,1001038,1,5,1,151,,,false,false
1399,1001039,1,5,1,151,,,false,false
1400,1001040,1,1,5,115,,,false,false
1401,1001040,4,1,5,415,,,false,false
1402,1001041,1,1,5,115,,,false,false
1403,1001041,1,1,9,119,,,false,false
1404,1001042,1,1,2,112,,,false,false
1405,1001042,3,3,2,332,,,false,false
1406,1001043,1,1,2,112,,,false,false
1407,1001044,1,2,1,121,,,false,false
1408,1001044,1,1,3,113,,,false,false
1409,1001044,1,4,5,145,,,false,false
1410,1001045,1,1,3,113,,,false,false
1411,1001045,1,4,5,145,,,false,false
1412,1001045,2,1,4,214,,,false,false
1413,1001046,1,4,5,145,,,false,false
1414,1001047,1,3,8,138,,,false,false
1415,1001048,1,2,1,121,,,false,false
1416,1001048,1,2,1,121,I,,false,false
1417,1001048,1,2,1,121,S,,false,false
1418,1001049,1,2,1,121,,,false,false
1419,1001050,1,2,1,121,,,false,false
1420,1001051,1,2,1,121,,,false,false
1421,1001052,1,1,3,113,,,false,false
1422,1001052,1,2,1,121,,,false,false
1423,1001053,1,2,1,121,,,false,false
1424,1001054,1,1,3,113,,,false,false
1425,1001054,1,1,9,119,,,false,false
1426,1001054,1,2,1,121,,,false,false
1427,1001055,1,1,3,113,,,false,false
1428,1001056,1,2,1,121,,,false,false
1429,1001056,1,1,3,113,,,false,false
1430,1001057,1,1,3,113,,,false,true
1431,1001058,1,1,3,113,,,false,false
1432,1001058,1,7,5,175,,,false,false
1433,1001058,7,1,0,710,,,false,false
1434,1001059,1,1,5,115,,,false,false
1435,1001060,1,1,5,115,,,false,false
1436,1001061,1,5,6,156,BY,,false,false
1437,1001062,1,5,6,156,BY,,false,false
1438,1001063,1,5,6,156,BY,,false,false
1439,1001064,1,2,1,121,,,false,false
1440,1001064,0,0,0,0,,,false,false
1441,1001064,1,5,8,158,BwL,,false,false
1442,1001065,1,2,1,121,,,false,false
1443,1001065,1,5,8,158,BwW,,false,false
1444,1001066,1,5,8,158,BWW,Walckenried,false,false
1445,1001067,1,5,2,152,Tr,,false,false
1446,1001068,1,5,2,152,Tr,,false,false
1447,1001068,1,3,1,131,,,false,false
1448,1001069,1,5,2,152,Tr,,false,false
1449,1001069,1,5,2,152,Mz,,false,false
1450,1001070,1,5,1,151,,,false,false
1451,1001071,1,5,1,151,,,false,false
1452,1001072,1,5,1,151,,,false,false
1453,1001073,1,5,1,151,,,false,false
1454,1001074,1,5,1,151,,,false,false
1455,1001075,1,5,1,151,,,false,false
1456,1001076,1,5,1,151,,,false,false
1457,1001077,1,5,1,151,,,false,false
1458,1001078,1,1,3,113,,,false,false
1459,1001078,1,6,1,161,D,,false,false
1460,1001079,1,1,3,113,,,false,false
1461,1001080,1,1,3,113,,,false,false
1462,1001081,1,1,3,113,,,false,false
1463,1001082,1,5,1,151,,,false,false
1464,1001083,1,5,1,151,,,false,false
1466,1000255,0,0,0,0,,,false,false
1467,1000265,1,5,1,151,,,false,false
1468,1001086,2,1,0,210,,,false,false
1469,1001087,2,1,0,210,,,false,false
1470,1001087,1,1,1,111,,,false,false
1471,1001088,1,1,1,111,,,false,false
1472,1001089,1,1,1,111,,,false,false
1473,1001089,3,2,5,325,,,false,false
1474,1001090,1,1,1,111,,,false,false
1475,1001091,1,2,1,121,,,false,false
1476,1001091,1,0,0,100,,,false,false
1477,1001091,3,0,0,300,,,false,false
1478,1001091,1,7,5,175,,,false,false
1479,1001092,1,2,1,121,,,false,false
1480,1001093,1,2,1,121,,,false,false
1481,1001094,1,5,0,150,,,false,false
1482,1001094,1,5,3,153,Wo,,false,false
1483,1001094,1,5,3,153,Spe,,false,false
1484,1001095,1,5,2,152,Tr,,false,false
1485,1001095,1,1,4,114,,,false,false
1486,1001095,1,5,2,152,ÖS,Luxemburg,false,false
1487,1001095,1,5,0,150,,,false,false
1488,1001095,1,2,1,121,,,false,false
1489,1001095,1,5,8,158,BwL,,false,false
1490,1001096,1,5,3,153,Fu,,false,false
1491,1001097,1,1,3,113,,,false,false
1492,1001097,1,5,7,157,Sa,,false,false
1493,1001097,1,6,1,161,,,false,false
1494,1001097,1,5,9,159,,,false,false
1495,1001098,1,5,7,157,Sa,,false,false
1496,1001099,1,5,9,159,,,false,false
1497,1001099,1,5,1,151,,,false,false
1498,1001100,1,5,9,159,,,false,true
1499,1001101,1,5,9,159,,,false,false
1500,1001102,1,5,9,159,,,false,true
1501,1001103,1,5,9,159,,,false,false
1502,1001103,1,5,7,157,Sa,,false,false
1503,1001104,1,5,9,159,,,false,false
1504,1001104,1,5,0,150,,,false,false
1505,1001105,1,6,8,168,,,false,false
1506,1001105,1,6,1,161,,,false,false
1507,1001106,1,5,8,158,Mb,,false,false
1508,1001107,1,5,4,154,Wü,,false,false
1509,1001108,1,5,1,151,Bö,,false,false
1510,1001109,1,5,1,151,Bö,,false,false
1511,1001110,1,5,1,151,,,false,false
1512,1001111,1,5,1,151,,,false,false
1513,1001112,1,1,3,113,,,false,false
1514,1001113,1,1,3,113,,,false,false
1515,1001114,1,5,2,152,Mz,,false,true
1516,1001115,1,5,0,150,,,false,false
1517,1001115,1,5,3,153,Wo,,false,false
1518,1001115,1,5,2,152,ÖS,Luxemburg,false,false
1519,1001116,1,5,0,150,,,false,false
1520,1001117,1,5,1,151,,,false,false
1521,1001118,1,5,1,151,,,false,false
1522,1001119,1,5,1,151,,,false,false
1523,1001120,1,5,0,150,,,false,false
1524,1001120,1,5,1,151,Bö,,false,false
1525,1001121,1,5,1,151,Bö,,false,false
1526,1001122,1,5,1,151,,,false,false
1527,1001122,1,5,9,159,,,false,true
1528,1001123,1,5,1,151,,,false,false
1529,1001124,1,3,4,134,K,,false,false
1530,1001125,1,1,2,112,,,false,false
1531,1001126,1,2,1,121,,,false,false
1532,1001127,1,2,1,121,,,false,false
1533,1001128,1,2,1,121,,,false,false
1534,1001129,1,2,1,121,,,false,false
1535,1001130,1,2,1,121,,,false,false
1536,1001130,1,2,1,121,I,,false,false
1537,1001131,1,2,1,121,,,false,false
1538,1001131,1,1,3,113,,,false,false
1539,1001132,1,1,3,113,,,false,false
1540,1001132,1,1,3,113,M,,false,false
1541,1001133,1,1,3,113,,,false,false
1542,1001134,1,1,1,111,,,false,false
1543,1001134,1,1,3,113,,,false,false
1544,1001135,1,4,5,145,,,false,false
1545,1001135,1,6,1,161,,,false,false
1546,1001136,1,4,5,145,,,false,false
1547,1001136,4,1,2,412,,,false,false
1548,1001137,1,4,5,145,,,false,false
1549,1001138,1,4,5,145,,,false,false
1550,1001139,1,2,1,121,,,false,false
1551,1001139,1,1,2,112,,,false,false
1552,1001140,1,1,2,112,,,false,false
1553,1001141,1,1,3,113,,,false,false
1554,1001142,1,2,2,122,,,false,false
1555,1001143,1,2,2,122,,,false,false
1556,1001143,1,6,8,168,,,false,false
1557,1001144,1,5,8,158,BWL,,false,false
1558,1001144,1,5,2,152,,,false,false
1559,1001144,1,5,2,152,KL,Münster,false,false
1560,1001144,1,5,8,158,Bm,,false,false
1561,1001145,1,5,9,159,,,false,false
1562,1001145,1,6,2,162,,,false,false
1563,1001145,1,6,8,168,,,false,false
1564,1001146,1,2,1,121,,,false,false
1565,1001146,1,5,8,158,BwL,,false,false
1566,1001147,1,5,1,151,,,false,false
1567,1001147,1,5,3,153,Fr,,false,false
1568,1001148,1,1,3,113,,,false,false
1569,1001149,1,1,3,113,,,false,false
1570,1001149,1,5,2,152,Pf,Berg,false,false
1571,1001150,1,5,0,150,,,false,false
1572,1001150,1,5,9,159,,,false,false
1573,1001150,1,5,2,152,Mz,,false,false
1574,1001150,1,5,9,159,,,false,false
1575,1001150,1,5,7,157,Sa,,false,false
1576,1001150,1,5,3,153,,Oberrheinischer Kreis,false,false
1577,1001151,1,6,1,161,,,false,false
1578,1001152,1,6,8,168,,,false,false
1579,1001153,1,5,7,157,Sa,,false,false
1580,1001153,1,6,1,161,,,false,false
1581,1001154,1,2,3,123,,,false,false
1582,1001154,1,5,7,157,Sa,,false,false
1583,1001154,1,6,1,161,,,false,false
1584,1001155,1,5,7,157,Sa,,false,false
1585,1001156,1,5,1,151,,,false,false
1586,1001156,1,5,9,159,,,false,false
1587,1001157,1,5,9,159,,,false,false
1588,1001157,1,5,1,151,,,false,false
1589,1001157,1,5,1,151,Bö,,false,false
1590,1001158,1,5,7,157,Sa,,false,false
1591,1001158,1,5,1,151,,,false,false
1592,1001159,1,5,7,157,Sa,,false,false
1593,1001159,1,5,9,159,,,false,false
1594,1001160,1,5,6,156,BY,,false,false
1595,1001160,1,5,7,157,Sa,,false,false
1596,1001161,1,5,9,159,,,false,false
1597,1001161,1,2,1,121,,,false,false
1598,1001162,1,5,9,159,,,false,false
1599,1001163,1,5,1,151,,,false,false
1600,1001164,1,5,1,151,,,false,false
1601,1001165,1,5,1,151,,,false,false
1602,1001166,1,5,1,151,,,false,false
1603,1001167,1,5,1,151,,,false,false
1604,1001168,1,5,1,151,,,false,false
1605,1001169,1,5,7,157,Sa,,false,false
1606,1001169,1,5,9,159,,,false,false
1607,1001169,1,1,3,113,,,false,false
1608,1001169,1,5,1,151,,,false,false
1609,1001170,1,5,9,159,,,false,false
1610,1001170,1,5,1,151,,,false,false
1611,1001171,1,5,1,151,,,false,false
1612,1001172,1,5,7,157,Sa,,false,false
1613,1001172,1,5,1,151,,,false,false
1614,1001172,1,5,9,159,,,false,false
1615,1001173,1,5,7,157,Sa,,false,false
1616,1001173,1,5,9,159,,,false,false
1617,1001173,1,5,1,151,,,false,false
1618,1001174,1,5,9,159,,,false,false
1619,1001175,1,5,7,157,Sa,,false,false
1620,1001175,1,5,9,159,,,false,true
1621,1001176,1,6,1,161,,,false,false
1622,1001177,1,5,9,159,,,false,false
1623,1001177,1,6,1,161,,,false,false
1624,1001177,1,6,8,168,,,false,false
1625,1001177,1,5,1,151,,,false,false
1626,1001178,1,6,8,168,,,false,false
1627,1001178,1,5,9,159,,,false,false
1628,1001179,1,6,1,161,,,false,false
1629,1001180,1,1,3,113,,,false,false
1630,1001180,1,6,8,168,,,false,false
1631,1001181,1,1,3,113,,,false,false
1632,1001182,1,1,3,113,,,false,false
1633,1001182,1,2,1,121,,,false,false
1634,1001182,3,1,1,311,,,false,false
1635,1001183,3,1,1,311,,,false,false
1636,1001183,3,1,3,313,,,false,false
1637,1001184,1,2,1,121,,,false,false
1638,1001185,1,2,1,121,,,false,false
1639,1001185,1,5,8,158,BwL,Hannov. Hilfstruppen,false,true
1640,1001185,3,1,1,311,,,false,false
1641,1001186,1,2,1,121,,,false,false
1642,1001187,1,2,1,121,,,false,false
1643,1001188,1,2,1,121,,,false,false
1644,1001188,1,5,3,153,HK,Hilfstruppen,false,true
1645,1001189,1,2,1,121,,,false,false
1646,1001189,1,3,4,134,K,,false,false
1647,1001190,1,1,3,113,,,false,false
1648,1001191,3,0,1,301,,,false,false
1649,1001191,1,2,1,121,I,,false,false
1650,1001192,1,1,3,113,,,false,false
1651,1001193,1,1,3,113,,,false,false
1652,1001193,1,3,4,134,K,,false,false
1653,1001194,1,3,4,134,K,,false,false
1654,1001195,1,1,5,115,,,false,false
1655,1001195,1,1,3,113,,,false,false
1656,1001195,1,5,0,150,,,false,false
1657,1001195,1,5,2,152,KL,,false,false
1658,1001195,1,5,2,152,LÜt,,false,false
1659,1001195,1,5,2,152,ÖS,Luxemburg,false,false
1660,1001196,1,1,3,113,,,false,false
1661,1001196,1,5,0,150,,,false,false
1662,1001197,1,5,2,152,Pr,Geldern,false,false
1663,1001198,1,5,9,159,,,false,false
1664,1001198,1,5,7,157,Sa,,false,false
1665,1001199,1,5,9,159,,,false,false
1666,1001200,1,5,9,159,,,false,false
1667,1001201,1,5,9,159,,,false,false
1668,1001202,1,5,9,159,,,false,false
1669,1001202,1,5,7,157,Sa,,false,false
1670,1001203,1,5,7,157,Sa,,false,false
1671,1001204,1,5,7,157,Sa,,false,false
1672,1001205,1,5,8,158,BwL,Hannov. Truppen,false,true
1673,1001205,1,5,8,158,Bm,,false,false
1674,1001205,1,5,9,159,,,false,true
1675,1001205,1,5,7,157,SA,,false,false
1676,1001205,1,5,8,158,BWL,Verden,false,false
1677,1001206,1,5,6,156,BY,,false,false
1678,1001207,1,2,1,121,,,false,false
1679,1001208,1,2,1,121,,,false,false
1680,1001208,1,2,1,121,I,,false,false
1681,1001209,1,6,8,168,,,false,false
1682,1001210,1,5,1,151,,,false,false
1683,1001211,1,5,1,151,,,false,false
1684,1001212,1,5,1,151,,,false,false
1685,1001213,1,5,1,151,,,false,false
1686,1001214,1,5,1,151,,,false,false
1687,1001215,1,5,1,151,,,false,false
1688,1001216,1,5,9,159,,,false,false
1689,1001216,1,5,7,157,Sa,,false,false
1690,1001217,1,5,7,157,Sa,,false,false
1691,1001218,1,5,9,159,,,false,false
1692,1001218,1,5,7,157,Sa,,false,false
1693,1001219,1,5,9,159,,,false,false
1694,1001220,1,5,7,157,Sa,,false,false
1695,1001221,1,5,9,159,,,false,false
1696,1001221,1,5,7,157,Sa,,false,false
1697,1001222,1,6,8,168,,,false,false
1698,1001223,1,6,8,168,,,false,false
1699,1001224,1,6,8,168,,,false,false
1700,1001224,1,5,7,157,Sa,,false,false
1701,1001224,1,6,1,161,,,false,false
1702,1001225,1,5,1,151,,,false,false
1703,1001226,1,5,1,151,Bö,,false,false
1704,1001227,1,5,1,151,Bö,,false,false
1705,1001228,1,5,1,151,Bö,,false,false
1706,1001229,1,5,9,159,,,false,true
1707,1001229,1,5,7,157,Sa,,false,false
1708,1001230,1,5,9,159,,,false,true
1709,1001230,1,5,9,159,P,,false,false
1710,1001230,1,5,7,157,Sa,,false,false
1711,1001231,1,1,3,113,,,false,false
1712,1001231,1,2,1,121,,,false,false
1713,1001232,1,1,3,113,,,false,false
1714,1001232,1,4,6,146,,,false,false
1715,1001233,1,4,6,146,,,false,false
1716,1001234,1,1,1,111,,,false,false
1717,1001234,0,0,5,5,,Nuova Kolonia (?),false,false
1718,1001235,1,2,1,121,,,false,false
1719,1001236,1,2,1,121,,,false,false
1720,1001237,1,2,1,121,,,false,false
1721,1001238,1,1,3,113,,,false,false
1722,1001238,4,1,4,414,,,false,false
1723,1001238,4,1,5,415,,,false,false
1724,1001239,1,1,3,113,,,false,false
1725,1001240,1,1,3,113,,,false,false
1726,1001240,1,3,4,134,,,false,false
1727,1001240,1,4,5,145,,,false,false
1728,1001241,1,1,3,113,,,false,true
1729,1001241,1,7,5,175,,,false,false
1730,1001242,1,1,3,113,,,false,false
1731,1001243,1,1,3,113,,,false,false
1732,1001244,1,1,3,113,,,false,false
1733,1001245,1,1,3,113,,,false,false
1734,1001246,3,1,3,313,,,false,false
1735,1001246,3,1,1,311,,,false,false
1736,1001247,1,1,3,113,,,false,false
1737,1001247,3,1,3,313,,,false,false
1738,1001248,1,3,1,131,,,false,false
1739,1001249,4,1,2,412,,,false,false
1740,1001249,1,4,5,145,,,false,false
1741,1001249,1,4,6,146,,,false,false
1742,1001250,1,2,2,122,,,false,false
1743,1001251,1,2,2,122,,,false,false
1744,1001251,1,1,3,113,,,false,false
1745,1001252,1,5,1,151,,,false,true
1746,1001253,1,1,4,114,,,false,false
1747,1001254,1,5,0,150,,,false,false
1748,1001254,1,5,4,154,,,false,false
1749,1001255,1,6,3,163,,,false,false
1750,1001255,1,6,8,168,,,false,false
1751,1001256,1,5,7,157,Sa,,false,false
1752,1001257,1,6,8,168,,,false,false
1753,1001258,1,5,7,157,Sa,,false,false
1754,1001258,1,5,9,159,,,false,false
1755,1001259,1,5,9,159,,,false,false
1756,1001259,1,5,7,157,Sa,,false,false
1757,1001260,1,5,1,151,,,false,false
1758,1001261,1,5,1,151,,,false,false
1759,1001261,1,5,6,156,BY,Kurbayerischer RKreis,false,false
1760,1001262,1,5,1,151,,,false,false
1761,1001263,1,5,1,151,,,false,false
1762,1001264,1,5,1,151,,,false,false
1763,1001265,1,5,1,151,,,false,false
1764,1001266,1,5,9,159,,,false,false
1765,1001266,1,5,0,150,,,false,false
1766,1001267,1,5,0,150,,,false,false
1767,1001268,1,3,4,134,K,,false,false
1768,1001268,1,1,3,113,,,false,true
1769,1001269,1,2,1,121,,,false,false
1770,1001270,1,2,1,121,,,false,false
1771,1001271,1,2,1,121,,,false,false
1772,1001272,1,2,1,121,,,false,false
1773,1001272,1,1,3,113,,,false,false
1774,1001272,3,1,1,311,,,false,false
1775,1001272,3,3,1,331,,,false,false
1776,1001272,2,0,1,201,,,false,false
1777,1001272,1,2,1,121,S,,false,false
1778,1001273,3,1,1,311,,,false,false
1779,1001275,1,2,1,121,,,false,false
1780,1001276,1,2,1,121,,,false,false
1781,1001276,1,2,1,121,I,,false,false
1782,1001276,3,1,1,311,,,false,true
1783,1001276,1,1,9,119,,,false,false
1784,1001276,1,5,3,153,HK,Hessische Truppen,false,true
1785,1001276,1,5,8,158,BWL,Hannov. Truppen,false,true
1786,1001277,1,1,3,113,,,false,false
1787,1001278,1,1,3,113,,,false,false
1788,1001279,1,1,3,113,,,false,false
1789,1001279,2,0,1,201,,,false,false
1790,1001279,1,1,3,113,M,,false,false
1791,1001280,1,1,3,113,,,false,false
1792,1001281,1,1,3,113,,,false,false
1793,1001281,1,5,0,150,,,false,false
1794,1001282,1,1,3,113,,,false,false
1795,1001282,1,6,8,168,,,false,false
1796,1001283,1,1,3,113,,,false,false
1797,1001283,1,1,1,111,,,false,false
1798,1001284,1,1,3,113,,,false,false
1799,1001284,4,3,3,433,,Küste v. Guinea,false,false
1800,1001285,1,1,3,113,,,false,false
1801,1001286,1,1,3,113,,,false,false
1802,1001287,1,5,7,157,Sa,,false,false
1803,1001288,1,5,7,157,Sa,,false,false
1804,1001289,1,5,7,157,Sa,,false,false
1805,1001290,1,5,7,157,Sa,,false,false
1806,1001292,1,5,7,157,Sa,,false,false
1807,1001286,1,5,7,157,Sa,,false,false
1808,1001293,1,5,7,157,Sa,,false,false
1809,1001294,1,5,7,157,Sa,,false,false
1810,1001294,1,5,1,151,,,false,false
1811,1001294,1,5,9,159,,,false,false
1812,1001295,1,5,8,158,BwW,Niedersächsisches Reichskreis,false,false
1813,1001296,1,5,3,153,FR,,false,false
1814,1001297,1,5,3,153,Fr,,false,false
1815,1001298,1,6,8,168,,,false,false
1816,1001298,1,6,3,163,,,false,false
1817,1001298,1,5,5,155,,,false,false
1818,1001299,1,6,8,168,,,false,false
1819,1001300,1,6,4,164,,,false,false
1820,1001301,1,5,1,151,Bö,,false,false
1821,1001302,1,1,3,113,,,false,false
1822,1001303,1,5,1,151,,,false,false
1823,1001304,1,5,1,151,,,false,false
1824,1001305,1,6,4,164,,,false,false
1825,1001306,1,5,1,151,,,false,false
1826,1001307,1,5,1,151,,,false,false
1827,1001308,1,1,3,113,,,false,false
1828,1001310,1,1,3,113,,,false,false
1829,1001311,1,1,3,113,,,false,false
1830,1001312,1,1,3,113,,,false,false
1831,1001312,1,6,8,168,,,false,false
1832,1001313,1,1,3,113,,,false,true
1833,1001313,1,5,2,152,Lüt,,false,false
1834,1001315,1,1,3,113,,,false,false
1835,1001315,1,5,2,152,Lüt,,false,false
1836,1001317,1,1,3,113,,,false,false
1837,1001318,1,5,1,151,,,false,false
1838,1001319,1,5,1,151,,,false,false
1839,1001320,1,5,1,151,,,false,false
1840,1001321,1,5,1,151,Bö,,false,false
1842,1001323,1,5,1,151,Bö,,false,false
1843,1001324,1,5,1,151,Bö,,false,false
1844,1001325,1,1,3,113,,,false,false
1845,1001325,1,2,1,121,,,false,false
1846,1001326,1,1,2,112,,,false,true
1847,1001326,1,1,3,113,,,false,true
1848,1001326,1,2,1,121,,,false,true
1849,1001327,1,2,1,121,,,false,false
1850,1001328,1,2,1,121,,,false,false
1851,1001329,1,2,1,121,,,false,false
1852,1001329,1,5,3,153,HK,Hessische Truppen,false,true
1853,1001331,1,2,1,121,,,false,false
1854,1001331,1,7,5,175,,,false,false
1855,1001332,1,1,9,119,,,false,false
1856,1001333,1,2,1,121,,,false,false
1857,1001333,1,1,5,115,,,false,false
1858,1001334,1,1,5,115,,,false,false
1859,1001334,1,1,3,113,,,false,false
1860,1001335,1,1,3,113,,,false,false
1861,1001336,1,6,1,161,,,false,false
1862,1001336,1,6,8,168,,,false,true
1863,1001337,1,1,3,113,,,false,true
1864,1001337,1,1,6,116,,,false,false
1865,1001338,1,1,3,113,,,false,false
1866,1001338,1,3,4,134,,,false,false
1867,1001339,1,3,4,134,K,,false,false
1868,1001339,1,1,3,113,,,false,true
1869,1001340,1,1,1,111,,,false,false
1870,1001341,1,1,1,111,,,false,false
1871,1001341,3,2,5,325,,,false,false
1872,1001342,1,4,5,145,,,false,false
1873,1001342,1,5,7,157,Sa,,false,false
1874,1001344,4,1,2,412,,,false,false
1876,1001345,1,2,1,121,,,false,false
1877,1001346,1,2,2,122,,,false,false
1878,1001347,1,5,0,150,,,false,false
1879,1001348,1,6,1,161,,,false,false
1880,1001349,1,6,1,161,,,false,false
1881,1001350,1,6,8,168,,,false,false
1882,1001351,1,5,7,157,Sa,,false,false
1883,1001351,1,5,9,159,,,false,false
1884,1001352,1,5,7,157,Sa,,false,false
1885,1001352,1,5,9,159,,,false,false
1886,1001353,1,5,4,154,Kon,,false,false
1887,1001354,1,6,8,168,,,false,false
1888,1001354,1,6,1,161,,,false,false
1889,1001355,1,6,8,168,,,false,false
1890,1001355,1,6,1,161,,,false,false
1891,1001356,1,6,8,168,,,false,false
1892,1001357,1,5,7,157,Sa,,false,false
1893,1001358,1,5,7,157,Sa,,false,true
1894,1001358,1,5,9,159,,,false,true
1895,1001359,1,5,9,159,,,false,true
1896,1001359,1,5,1,151,,,false,false
1897,1001360,1,5,7,157,Sa,,false,false
1898,1001361,1,5,1,151,,,false,false
1899,1001362,1,5,1,151,,,false,false
1900,1001363,1,5,1,151,,,false,true
1901,1001364,1,1,3,113,,,false,false
1902,1001365,1,6,1,161,,,false,false
1903,1001365,1,5,9,159,,,false,false
1904,1001366,1,5,1,151,,,false,false
1905,1001367,1,5,1,151,,,false,false
1906,1001367,1,5,1,151,Bö,,false,false
1907,1001368,1,1,9,119,,,false,false
1908,1001368,1,1,2,112,,,false,false
1909,1001369,1,1,3,113,,,false,false
1910,1001369,1,3,0,130,,,false,false
1911,1001370,1,5,7,157,Sa,,false,false
1912,1001371,1,5,7,157,Sa,,false,false
1913,1001371,1,5,9,159,,,false,false
1914,1001371,1,5,1,151,,,false,false
1915,1001372,1,5,9,159,,,false,true
1916,1001372,1,5,7,157,Sa,,false,false
1917,1001372,1,5,9,159,Sl,,false,false
1918,1001373,1,5,7,157,Sa,,false,false
1919,1001374,1,5,1,151,,,false,false
1920,1001375,1,5,1,151,,,false,false
1921,1001376,1,5,1,151,,,false,false
1922,1001377,1,5,1,151,,,false,false
1923,1001378,1,5,1,151,,,false,false
1924,1001379,1,5,1,151,,,false,false
1925,1001380,1,5,1,151,,,false,false
1926,1001381,1,5,1,151,,,false,false
1927,1001382,1,5,1,151,,,false,false
1928,1001383,1,5,1,151,Bö,,false,false
1929,1001384,1,5,9,159,,,false,true
1930,1001384,1,5,1,151,,,false,false
